295903157,00010,29590315700010,O,1997-06-06,NN,,,2018-09-29T12:08:58,true,4,MAIRIE,206,,,GRAND RUE,59530,FRASNOY,,,59251,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903165,00013,29590316500013,O,1998-06-24,01,2019,,2021-10-27T08:13:34,true,3,MAIRIE,,,RUE,DES ECOLES,59144,WARGNIES-LE-GRAND,,,59639,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903173,00017,29590317300017,O,1998-05-25,NN,,,2020-12-30T10:07:48,true,3,MAIRIE,132,,RUE,DE L'EGLISE,59320,ERQUINGHEM-LE-SEC,,,59201,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903181,00010,29590318100010,O,1998-06-16,NN,,,2008-01-04T19:07:17,true,4,MAIRIE,4,,RUE,ROGER SALENGRO,59171,HELESMES,,,59297,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903199,00012,29590319900012,O,1997-01-01,NN,,,2018-09-29T12:08:58,true,3,HOTEL DE VILLE,,,,GPL GDE PCE CHARLES DE GAULLE,59270,BAILLEUL,,,59043,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903207,00013,29590320700013,O,1990-01-08,NN,,,,true,4,MAIRIE,,,,GRAND PLACE,59560,COMINES,,,59152,,,,,,,,,,,,,,,,,,,2003-07-15,F,AFR,,,,70.1C,NAFRev1,N
295903215,00016,29590321500016,O,1999-06-24,,,,2021-09-09T09:38:42,true,4,MAIRIE,71,,PL,DU GENERAL DE GAULLE,59144,GOMMEGNIES,,BP 23,59265,,,,,,,,,,,,,,,,,,,2021-08-05,F,,,,,42.99Z,NAFRev2,N
295903223,00010,29590322300010,O,1999-06-24,NN,,,2018-09-29T12:08:58,true,4,MAIRIE,97,,RUE,DE FRESNES,59970,VICQ,,,59613,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903231,00013,29590323100013,O,1999-07-02,NN,,,2017-09-04T09:21:00,true,4,MAIRIE,12,,,GRAND'RUE,59259,LECLUSE,,,59336,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903249,00015,29590324900015,O,1999-07-02,NN,,,2019-11-14T14:00:47,true,4,MAIRIE,274,,RUE,EMILE D'HERBOMEZ,59870,TILLOY-LEZ-MARCHIENNES,,,59596,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903256,00010,29590325600010,O,1999-07-26,NN,,,2017-09-04T15:18:38,true,4,MAIRIE,9,,PL,CLEMENCEAU,59283,RAIMBEAUCOURT,,,59489,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903264,00014,29590326400014,O,1999-07-08,NN,,,2017-08-10T15:17:49,true,3,MAIRIE,,,RUE,HENRI BOCQUET,59111,BOUCHAIN,,,59092,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903272,00017,29590327200017,O,1999-07-28,NN,,,2017-09-04T11:27:40,true,3,MAIRIE,,,PL,MAXIME BEGHIN,59234,MONCHECOURT,,,59409,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903280,00010,29590328000010,O,1999-07-28,NN,,,2019-11-14T14:00:48,true,3,MAIRIE,,,,GRAND'PLACE,59600,VILLERS-SIRE-NICOLE,,,59627,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903298,00012,29590329800012,O,1999-05-21,NN,,,2019-11-14T14:00:47,true,4,MAIRIE,1180,,RUE,ALBERT RICQUIER,59310,BEUVRY-LA-FORET,,,59080,,,,,,,,,,,,,,,,,,,2008-03-01,A,,,,,42.99Z,NAFRev2,O
295903306,00013,29590330600013,O,1999-05-18,NN,,,2017-08-10T13:22:59,true,3,MAIRIE,3,,PL,SUZANNE LANNOY,59165,AUBERCHICOURT,,,59024,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903314,00017,29590331400017,O,1999-05-18,NN,,,2019-11-14T14:00:47,true,3,MAIRIE,,,,PLE HENRI MARTEL,59148,FLINES-LEZ-RACHES,,,59239,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903322,00010,29590332200010,O,1999-06-09,NN,,,2017-08-10T15:47:15,true,4,MAIRIE,1,,RUE,DU MARECHAL FOCH,59178,BRILLON,,,59109,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,42.99Z,NAFRev2,N
295903330,00013,29590333000013,O,1999-09-08,NN,,,2011-05-11T13:22:36,true,4,MAIRIE,813,,RUE,NATIONALE,59740,HESTRUD,,,59306,,,,,,,,,,,,,,,,,,,2010-09-14,F,,,,,42.99Z,NAFRev2,N
295903348,00015,29590334800015,O,1990-10-02,NN,,,2019-11-14T14:00:48,true,3,MAIRIE,53,,RUE,GABRIEL PERI,59117,WERVICQ-SUD,,,59656,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903355,00010,29590335500010,O,1969-10-09,NN,,,2019-11-14T14:00:47,true,4,MAIRIE,,,RTE,D'HONDEGHEM,59114,SAINT-SYLVESTRE-CAPPEL,,,59546,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,42.99Z,NAFRev2,N
295903363,00014,29590336300014,O,2001-03-12,NN,,,2017-08-11T13:54:27,true,4,MAIRIE,,,RUE,GABRIEL DEBLOCK,59470,ESQUELBECQ,,,59210,,,,,,,,,,,,,,,,,,,2008-09-08,F,,,,,42.99Z,NAFRev2,N
295903371,00017,29590337100017,O,2001-11-15,,,,2017-07-07T16:00:48,true,3,MAIRIE,,,PL,DU GENERAL DE GAULLE,59190,HAZEBROUCK,,,59295,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903389,00019,29590338900019,O,2001-08-09,,,,2017-07-11T13:44:22,true,3,MAIRIE,,,PL,JACQUES DUCLOS,59241,MASNIERES,,,59389,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903397,00012,29590339700012,O,2000-07-17,,,,2019-11-14T14:00:47,true,3,MAIRIE,,,RUE,MICHEL SAUVAGE,59159,RIBECOURT-LA-TOUR,,,59500,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903405,00013,29590340500013,O,2002-01-24,,,,2017-08-11T10:06:06,true,3,MAIRIE,,,PL,JEAN JAURES,59187,DECHY,,BP 07,59170,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903413,00017,29590341300017,O,2002-01-21,,,,2019-11-14T14:00:47,true,3,MAIRIE,246,,RUE,SOLESMES,59213,VENDEGIES-SUR-ECAILLON,,,59608,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903421,00010,29590342100010,O,2002-06-20,,,,2017-07-07T13:22:42,true,4,MAIRIE,19,,RUE,DE WERVICQ,59166,BOUSBECQUE,,,59098,,,,,,,,,,,,,,,,,,,2016-07-01,F,,,,,42.99Z,NAFRev2,N
295903439,00012,29590343900012,O,2001-12-25,,,,2021-02-15T16:43:24,true,2,,,,PL,DE LA REPUBLIQUE,59199,HERGNIES,,,59301,,,,,,,,,,,,,,,,,,,2002-10-01,F,,,,,70.1C,NAF1993,N
295903447,00015,29590344700015,O,2001-12-25,,,,2019-11-14T14:00:48,true,2,,,,RUE,GABRIEL PERI,59117,WERVICQ-SUD,,,59656,,,,,,,,,,,,,,,,,,,2002-12-25,F,,,,,70.1C,NAF1993,N
295903454,00011,29590345400011,O,2001-12-25,,,,2019-11-14T14:00:47,true,2,,,,RUE,DE LA CHAPELLE,59554,SAILLY-LEZ-CAMBRAI,,,59521,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903462,00014,29590346200014,O,2001-12-25,,,,2017-09-04T14:39:04,true,3,,27,,,GRAND'PLACE,59181,STEENWERCK,,,59581,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,42.99Z,NAFRev2,N
295903470,00017,29590347000017,O,2001-12-25,,,,2008-01-04T19:07:17,true,2,MAIRIE,11,,RUE,SADI CARNOT,59320,HAUBOURDIN,,,59286,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903488,00019,29590348800019,O,2002-12-05,,,,2017-09-04T15:13:38,true,4,MAIRIE,,,PL,ANDRE BORDEU,59119,WAZIERS,,,59654,,,,,,,,,,,,,,,,,,,2008-01-23,F,,,,,42.99Z,NAFRev2,N
295903496,00012,29590349600012,O,2000-01-20,,,,2019-11-14T14:00:47,true,3,MAIRIE,,,PL,JEAN JAURES,59400,FONTAINE-NOTRE-DAME,,,59244,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903496,00020,29590349600020,O,2000-01-20,,,,2019-11-14T14:00:47,false,2,,,,RTE,NATIONALE,59400,FONTAINE-NOTRE-DAME,,,59244,,,,,,,,,,,,,,,,,,,2000-12-25,F,,,,,70.1C,NAF1993,N
295903504,00013,29590350400013,O,2003-01-27,,,,2017-08-11T16:25:55,true,3,MAIRIE,,,PL,DU GENERAL DE GAULLE,59122,HONDSCHOOTE,,,59309,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903512,00016,29590351200016,O,2003-02-18,,,,2017-09-04T11:25:51,true,3,MAIRIE,,,,GRAND'RUE,59400,MOEUVRES,,,59405,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903520,00019,29590352000019,O,2003-04-10,NN,,,2019-11-14T14:00:48,true,3,MAIRIE,13,,RUE,DE CAMBRAI,59188,VILLERS-EN-CAUCHIES,,,59622,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903538,00011,29590353800011,O,2003-05-07,,,,2017-07-07T15:28:21,true,4,MAIRIE,24,,RUE,MARTHE NOLLET,59250,HALLUIN,,,59279,,,,,,,,,,,,,,,,,,,2016-11-23,F,,,,,42.99Z,NAFRev2,N
295903546,00014,29590354600014,O,2003-12-22,,,,2017-07-13T15:15:05,true,3,MAIRIE,1,,PL,DE L EGLISE,59134,WICRES,,,59658,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903553,00010,29590355300010,O,2004-02-10,,,,2019-11-14T14:00:47,true,4,MAIRIE,,,RUE,FAIDHERBE,59134,FOURNES-EN-WEPPES,,,59250,,,,,,,,,,,,,,,,,,,2017-11-08,F,,,,,42.99Z,NAFRev2,N
295903561,00013,29590356100013,O,2004-04-22,,,,2017-08-10T16:25:08,true,3,MAIRIE,,,PL,ARISTIDE BRIAND,59400,CAMBRAI,,BP 409,59122,59407,CAMBRAI CEDEX,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
295903579,00015,29590357900015,O,2005-03-17,NN,,,2010-04-18T03:19:37,false,3,,,,PL,TERRE PLEIN ECL JEU MAIL,59140,DUNKERQUE,,BP 1008,59183,59375,DUNKERQUE CEDEX 1,,,,,,,,,,,,,,,,,2008-12-16,F,,,,,42.99Z,NAFRev2,O
295903579,00023,29590357900023,O,2008-12-16,02,2019,,2021-10-27T08:13:34,true,1,,30,,PL,DU MARCHE AUX CHEVAUX,59630,BOURBOURG,,,59094,,,,,,,,,,,,,,,,,,,2008-12-16,A,,,,,42.99Z,NAFRev2,O
295903587,00018,29590358700018,O,2005-07-28,,,,2021-02-15T16:48:19,true,3,MAIRIE,51,,PL,FOCH,59132,OHAIN,,,59445,,,,,,,,,,,,,,,,,,,2017-01-25,F,,,,,42.99Z,NAFRev2,N
295903595,00011,29590359500011,O,2005-05-13,,,,2017-08-10T14:51:51,true,3,MAIRIE,20,,RUE,JEAN JAURES,59135,BELLAING,,,59064,,,,,,,,,,,,,,,,,,,2008-02-08,F,,,,,42.99Z,NAFRev2,N
295903603,00013,29590360300013,O,2005-06-02,,,,2011-05-17T14:56:29,true,3,,,,PL,FRANCOIS MITTERAND,59212,WIGNEHIES,,,59659,,,,,,,,,,,,,,,,,,,2010-09-20,F,,,,,42.99Z,NAFRev2,N
295903611,00016,29590361100016,O,2005-07-01,NN,,,2021-02-16T10:09:48,true,4,,1,,,LE VILLAGE,59216,DIMONT,,,59175,,,,,,,,,,,,,,,,,,,2017-01-17,F,,,,,42.99Z,NAFRev2,O
296000011,00019,29600001100019,O,,,,,2006-11-25T09:10:53,true,1,,,,,,60810,BARBERY,,,60045,,,,,,,,,,,,,,,,,,,,F,,,,,90.12,NAP,N
296000029,00011,29600002900011,O,1983-08-10,NN,,,2021-02-16T14:31:04,true,4,MAIRIE,,,RUE,DE FLANDRES,60410,VILLENEUVE-SUR-VERBERIE,,,60680,,,,,,,,,,,,,,,,,,,2019-01-16,F,,,,,42.99Z,NAFRev2,N
296000037,00014,29600003700014,O,1983-08-10,NN,,,2008-01-04T19:07:18,true,3,MAIRIE,9,,,GDE RUE,60810,RULLY,,,60560,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000045,00017,29600004500017,O,,,,,2006-11-25T09:10:53,true,1,,,,PL,AUGUSTE GENIE,60160,MONTATAIRE,,,60414,,,,,,,,,,,,,,,,,,,,F,,,,,90.12,NAP,N
296000060,00016,29600006000016,O,1983-08-10,NN,,,2019-11-14T14:00:48,true,4,MAIRIE,49,,RUE,CHARLES DE GAULLE,60460,PRECY-SUR-OISE,,,60513,,,,,,,,,,,,,,,,,,,2014-11-20,F,,,,,42.99Z,NAFRev2,N
296000078,00018,29600007800018,O,1983-08-10,NN,,,2019-11-14T14:00:49,true,3,MAIRIE,14,,RUE,DE L'EGLISE,60620,VILLERS-SAINT-GENEST,,,60683,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000086,00011,29600008600011,O,1983-08-10,NN,,,2019-11-14T14:00:48,true,3,MAIRIE,8,,PL,DE LA REPUBLIQUE,60440,NANTEUIL-LE-HAUDOUIN,,,60446,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000094,00015,29600009400015,O,1983-08-10,NN,,,2021-02-05T09:43:19,true,4,MAIRIE,,,RUE,DE LA COURCELLE,60330,EVE,,,60226,,,,,,,,,,,,,,,,,,,2019-12-30,F,,,,,42.99Z,NAFRev2,N
296000102,00016,29600010200016,O,1983-08-10,NN,,,2021-02-05T14:35:08,true,4,MAIRIE,18,,RUE,JEAN CHARRON,60440,BOISSY-FRESNOY,,,60079,,,,,,,,,,,,,,,,,,,2018-08-16,F,,,,,42.99Z,NAFRev2,N
296000110,00019,29600011000019,O,1984-10-01,NN,,,2021-02-05T14:41:55,true,4,MAIRIE,,,RUE,MESLIN,60330,LAGNY-LE-SEC,,,60341,,,,,,,,,,,,,,,,,,,2019-02-14,F,,,,,42.99Z,NAFRev2,N
296000128,00011,29600012800011,O,1983-08-10,NN,,,2019-11-14T14:00:48,true,3,MAIRIE,8,,PL,DE L'EGLISE,60330,LE PLESSIS-BELLEVILLE,,,60500,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000136,00014,29600013600014,O,,,,,2019-11-14T14:00:48,true,1,,,,,,60440,PEROY-LES-GOMBRIES,,,60489,,,,,,,,,,,,,,,,,,,,F,,,,,90.12,NAP,N
296000144,00018,29600014400018,O,1983-08-10,NN,,,2019-11-14T14:00:48,true,3,MAIRIE,5,,RUE,MARCEL TRUMEL,60330,SILLY-LE-LONG,,,60619,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000151,00013,29600015100013,O,1984-10-01,NN,,,2019-11-14T14:00:49,true,3,MAIRIE,5,,RUE,DU BOIS,60950,VER-SUR-LAUNETTE,,,60666,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000169,00015,29600016900015,O,1983-08-10,NN,,,2019-11-14T14:00:48,true,3,MAIRIE,3,,AV,DES CINQ MARTYRS,60530,NEUILLY-EN-THELLE,,,60450,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000177,00018,29600017700018,O,1983-08-10,NN,,,2008-01-04T19:07:18,true,3,MAIRIE,103,,RUE,DES TILLEULS,60530,ERCUIS,,,60212,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000185,00011,29600018500011,O,1984-10-01,NN,,,2008-01-04T19:07:18,true,3,MAIRIE,1,,PL,MARAIS,60890,VARINFROY,,,60656,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000193,00015,29600019300015,O,1984-10-01,NN,,,2008-01-04T19:07:18,true,3,MAIRIE,26,,RUE,DE LA LIBERATION,60530,DIEUDONNE,,,60197,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000201,00016,29600020100016,O,1983-08-10,NN,,,2019-11-14T14:00:48,true,2,MAIRIE,,,,,60530,CROUY-EN-THELLE,,,60185,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.1C,NAF1993,N
296000219,00018,29600021900018,O,,NN,,,2006-11-25T09:10:53,true,1,,,,,,60700,PONTPOINT,,,60508,,,,,,,,,,,,,,,,,,,1987-10-07,F,,,,,90.12,NAP,N
296000227,00011,29600022700011,O,1983-08-10,NN,,,2006-11-25T09:10:53,true,3,MAIRIE,,,,,60250,FOULANGUES,,,60249,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.1C,NAF1993,N
296000235,00014,29600023500014,O,1900-01-01,NN,,,2011-05-04T00:10:17,true,3,,,,,,60620,ROUVRES-EN-MULTIEN,,,60554,,,,,,,,,,,,,,,,,,,1994-12-25,A,,,,,42.99Z,NAFRev2,N
296000243,00018,29600024300018,O,1983-08-10,NN,,,2021-02-05T14:52:09,true,4,MAIRIE,,,RUE,LOUIS FAUSSARD,60890,NEUFCHELLES,,,60448,,,,,,,,,,,,,,,,,,,2017-01-26,F,,,,,42.99Z,NAFRev2,N
296000250,00013,29600025000013,O,1984-10-01,NN,,,2019-11-14T14:00:48,true,3,MAIRIE,8,,RUE,DE LA LIBERATION,60620,ACY-EN-MULTIEN,,,60005,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000268,00015,29600026800015,O,1983-08-10,NN,,,2008-01-04T19:07:18,true,3,MAIRIE,1,,RUE,DU MOULIN,60800,DUVY,,,60203,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000276,00018,29600027600018,O,,NN,,,2019-11-14T14:00:48,true,1,,,,,,60660,SAINT-VAAST-LES-MELLO,,,60601,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,70.1C,NAF1993,N
296000284,00012,29600028400012,O,1984-10-01,NN,,,2019-11-14T14:00:48,true,3,MAIRIE,7,,RUE,DE LA MAIRIE,60660,CIRES-LES-MELLO,,,60155,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000292,00015,29600029200015,O,1983-08-10,NN,,,2008-01-04T19:07:18,true,3,MAIRIE,22,,RUE,DE L'EGLISE,60117,VAUCIENNES,,,60658,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000300,00016,29600030000016,O,1983-08-10,NN,,,,true,3,MAIRIE,,,RUE,DE LA POSTE,60127,MORIENVAL,,,60430,,,,,,,,,,,,,,,,,,,2003-10-30,F,,,,,70.1C,NAFRev1,N
296000318,00018,29600031800018,O,1983-08-10,NN,,,2008-01-04T19:07:18,true,3,MAIRIE,113,,PL,DE L'EGLISE,60800,TRUMILLY,,,60650,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000326,00011,29600032600011,O,1983-08-10,NN,,,2019-11-14T14:00:48,true,4,MAIRIE,4,,PL,SAINT VINCENT,60800,AUGER-SAINT-VINCENT,,,60027,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000334,00015,29600033400015,O,,NN,,,2019-11-14T14:00:48,true,1,,2,,AV,DU GEN LECLERC,60800,CREPY-EN-VALOIS,,,60176,,,,,,,,,,,,,,,,,,,1987-03-01,F,,,,,90.12,NAP,N
296000342,00018,29600034200018,O,,NN,,,2006-11-25T09:10:53,true,1,,,,,,60800,LEVIGNEN,,,60358,,,,,,,,,,,,,,,,,,,1987-10-24,F,,,,,90.12,NAP,N
296000359,00012,29600035900012,O,1983-08-10,NN,,,2008-01-04T19:07:18,true,3,MAIRIE,8,,RUE,DE L'ECOLE,60117,GONDREVILLE,,,60279,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000367,00015,29600036700015,O,1983-08-10,NN,,,2008-01-04T19:07:18,true,3,MAIRIE,35,,RUE,PIERRE SAINT WAAST,60620,BARGNY,,,60046,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000375,00018,29600037500018,O,1983-08-10,NN,,,2021-02-05T14:59:21,true,3,MAIRIE,,,,,60127,FRESNOY-LA-RIVIERE,,,60260,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,70.1C,NAF1993,N
296000383,00012,29600038300012,O,1984-10-01,NN,,,2019-11-14T14:00:48,true,3,MAIRIE,2,,RUE,MARGUERITE DUTILLOY,60190,SACY-LE-PETIT,,,60563,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000391,00015,29600039100015,O,1983-08-10,NN,,,2019-11-14T14:00:49,true,3,MAIRIE,,,,GDE RUE,60730,ULLY-SAINT-GEORGES,,,60651,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000409,00015,29600040900015,O,1983-08-10,NN,,,2019-11-14T14:00:48,true,4,MAIRIE,84,,RUE,DU DOCTEUR CHOPINET,60320,BETHISY-SAINT-PIERRE,,,60068,,,,,,,,,,,,,,,,,,,2018-08-28,A,,,,,42.99Z,NAFRev2,O
296000417,00018,29600041700018,O,1984-10-01,NN,,,2008-01-04T19:07:18,true,3,MAIRIE,9,,,GRANDE RUE,60800,ROCQUEMONT,,,60543,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
296000425,00011,29600042500011,O,1983-08-10,NN,,,2015-05-12T12:08:46,true,4,MAIRIE,4,,RUE,DE METZ,60129,GLAIGNES,,,60274,,,,,,,,,,,,,,,,,,,2013-09-09,F,,,,,42.99Z,NAFRev2,N
296000433,00015,29600043300015,O,1983-08-10,NN,,,2008-01-04T19:07:18,true,3,MAIRIE,3,,RUE,DU PUITS,60320,NERY,,,60447,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
