219105467,00035,21910546700035,O,1983-12-21,00,2019,,2021-10-27T08:11:20,false,3,,,,,LES ORMES,91410,SAINT-CYR-SOUS-DOURDAN,,,91546,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE LES ORMES,,,,85.10Z,NAFRev2,N
219105475,00012,21910547500012,O,1983-03-01,03,2019,,2021-10-27T08:11:20,true,4,,2,,RUE,DU CHATEAU,91410,SAINT-ESCOBILLE,,,91547,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
219105475,00020,21910547500020,O,1983-12-21,01,2019,,2021-10-27T08:11:20,false,3,,,,RUE,DU STADE,91410,SAINT-ESCOBILLE,,,91547,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
219105475,00038,21910547500038,O,2000-01-01,NN,,,2020-08-17T15:14:58,false,4,MAIRIE,2,,RUE,DU CHATEAU,91410,SAINT-ESCOBILLE,,,91547,,,,,,,,,,,,,,,,,,,2019-12-31,F,SERVICE D'ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
219105491,00019,21910549100019,O,1983-03-01,32,2019,,2021-10-27T08:11:20,true,4,,,,PL,ROGER PERRIAUD,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
219105491,00027,21910549100027,O,1983-03-16,NN,,,2008-01-04T18:45:25,false,3,,,,,,38970,CORPS,,,38128,,,,,,,,,,,,,,,,,,,2008-01-01,A,COLONIE DE VACANCES,,,,55.20Z,NAFRev2,N
219105491,00035,21910549100035,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,6,,RUE,ARISTIDE BRIAND,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE H COCHERIS,,,,85.20Z,NAFRev2,N
219105491,00043,21910549100043,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,10 A 12,10,,RUE,ARISTIDE BRIAND,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE JOLIOT-CURIE,,,,85.10Z,NAFRev2,N
219105491,00050,21910549100050,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,2,,RUE,EUGENIE COTTON,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE YOURI GAGARINE,,,,85.10Z,NAFRev2,N
219105491,00068,21910549100068,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,2,,RUE,EUGENIE COTTON,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUB YOURI GAGARINE,,,,85.20Z,NAFRev2,N
219105491,00076,21910549100076,O,1983-12-21,03,2019,,2021-10-27T08:11:20,false,3,,125,,AV,PAUL VAILLANT COUTURIER,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBL VAILLANT COUTURIER,,,,85.10Z,NAFRev2,N
219105491,00084,21910549100084,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,42,,AV,DE L EPERON,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE JEAN MACE,,,,85.10Z,NAFRev2,N
219105491,00092,21910549100092,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,42,,AV,DE L EPERON,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE JEAN MACE,,,,85.20Z,NAFRev2,N
219105491,00100,21910549100100,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,2,,RUE,ANNE FRANK,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE LOUIS PERGAUD,,,,85.10Z,NAFRev2,N
219105491,00118,21910549100118,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,2,,RUE,ANNE FRANK,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE LOUIS PERGAUD,,,,85.20Z,NAFRev2,N
219105491,00126,21910549100126,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,,,AV,DE LA LIBERTE,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE DENIS DIDEROT,,,,85.10Z,NAFRev2,N
219105491,00134,21910549100134,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,,,AV,DE LA LIBERTE,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE DENIS DIDEROT,,,,85.20Z,NAFRev2,N
219105491,00142,21910549100142,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,120,,RTE,DE LONGPONT,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE ALBERT AUBEL,,,,85.10Z,NAFRev2,N
219105491,00159,21910549100159,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,120,,RTE,DE LONGPONT,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE ALBERT AUBEL,,,,85.20Z,NAFRev2,N
219105491,00167,21910549100167,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,39,,RUE,DE MONTLHERY,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE L'ETANG,,,,85.10Z,NAFRev2,N
219105491,00175,21910549100175,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,77,,AV,DE BRETIGNY,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE FERNAND LEGER,,,,85.10Z,NAFRev2,N
219105491,00183,21910549100183,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,33,,AV,DE BRETIGNY,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES,,,,85.20Z,NAFRev2,N
219105491,00191,21910549100191,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,,,AV,DE LA REPUBLIQUE,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE MARCEL CACHIN,,,,85.20Z,NAFRev2,N
219105491,00209,21910549100209,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,28,,RUE,ROMAIN ROLLAND,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE ROMAIN ROLLAND,,,,85.20Z,NAFRev2,N
219105491,00217,21910549100217,O,1983-12-21,NN,,,2019-11-14T14:01:05,false,3,,1,,AV,EMILE ZOLA,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2007-08-31,F,ECOLE MATERNELLE PUBLIQUE F BUISSON,,,,80.1Z,NAFRev1,N
219105491,00225,21910549100225,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,1,,AV,EMILE ZOLA,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOL PRIMAIRE PUBLIQUE FERDINAND BUISSON,,,,85.20Z,NAFRev2,N
219105491,00233,21910549100233,O,1990-09-25,NN,,,2019-11-14T14:01:05,false,3,,8,,ALL,DES CHARMES,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE MARCEL CACHIN,,,,85.10Z,NAFRev2,N
219105491,00241,21910549100241,O,1996-12-25,NN,,,2019-11-14T14:01:05,false,2,MAIRIE,16,,PL,ROGER PERRIAUD,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
219105491,00258,21910549100258,O,1998-01-30,NN,,,2019-11-14T14:01:05,false,3,,35,,RUE,DE MONTLHERY,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,CENTRE DE PMI & PLANIF FAMILIALE,,,,86.21Z,NAFRev2,N
219105491,00266,21910549100266,O,1998-01-30,NN,,,2019-11-14T14:01:05,false,4,,11,,RUE,DES SIROLIERS,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2003-03-14,F,CENTRE DE PROTECTION INFANTILE,,,,85.1C,NAFRev1,N
219105491,00274,21910549100274,O,1998-01-30,NN,,,2019-11-14T14:01:05,false,3,,14,,RUE,D HOLBACH,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,CENTRE DE PMI,,,,86.21Z,NAFRev2,N
219105491,00282,21910549100282,O,1971-03-09,01,2019,,2021-10-27T08:11:20,false,3,,38,,RTE,DE LONGPONT,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,CTRE MEDICO PSYCHO-PEDAGOG HENRI WALLON,,,,88.99B,NAFRev2,N
219105491,00290,21910549100290,O,1998-01-30,NN,,,2019-11-14T14:01:05,false,3,MAIRIE,,,PL,ROGER PERRIAUD,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE D'AIDE MENAGERE,,,,88.10A,NAFRev2,N
219105491,00308,21910549100308,O,1983-12-09,NN,,,2019-11-14T14:01:05,false,3,,13,,RUE,JEAN D ALEMBERT,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,CMPP ANNEXE,,,,88.91B,NAFRev2,N
219105491,00316,21910549100316,O,1989-01-16,NN,,,2019-11-14T14:01:05,false,3,,3,,RUE,JEAN D ALEMBERT,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,HALTE GARDERIE,,,,88.91A,NAFRev2,N
219105491,00324,21910549100324,O,1980-11-14,NN,,,2019-11-14T14:01:05,false,3,,220,,RTE,DE CORBEIL,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,CRECHE FAMILIALE MUNICIPALE,,,,88.91A,NAFRev2,N
219105491,00332,21910549100332,O,1983-04-04,NN,,,2019-11-14T14:01:05,false,3,,139,,RTE,DE CORBEIL,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE DE SOINS A DOMICILE,,,,88.10A,NAFRev2,N
219105491,00340,21910549100340,O,1992-11-06,NN,,,2019-11-14T14:01:05,false,3,,4,,RUE,DES ECOLES,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,HALTE GARDERIE,,,,88.91A,NAFRev2,N
219105491,00357,21910549100357,O,2000-09-01,12,2019,,2021-10-27T08:11:20,false,3,13-15,13,,AV,CHARLIE CHAPLIN,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE TONY LAINE,,,,85.20Z,NAFRev2,N
219105491,00365,21910549100365,O,2002-12-25,NN,,,2019-11-14T14:01:05,false,2,MAIRIE,,,PL,ROGER PERRIAUD,91700,SAINTE-GENEVIEVE-DES-BOIS,,,91549,,,,,,,,,,,,,,,,,,,2008-01-01,A,LA CROIX BLANCHE,,,,42.99Z,NAFRev2,N
219105525,00022,21910552500022,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,54,,RUE,DU DOCTEUR LOUIS BABIN,91180,SAINT-GERMAIN-LES-ARPAJON,,,91552,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE LOUIS BABIN,,,,85.20Z,NAFRev2,N
219105525,00030,21910552500030,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,LA BRETONNIERE,2,,RUE,CHAUDET,91180,SAINT-GERMAIN-LES-ARPAJON,,,91552,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE PAUL LANGEVIN,,,,85.20Z,NAFRev2,N
219105525,00048,21910552500048,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,,,RUE,RENE DECLE,91180,SAINT-GERMAIN-LES-ARPAJON,,,91552,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE ELSA TRIOLET,,,,85.10Z,NAFRev2,N
219105525,00055,21910552500055,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,,,RTE,DE CORBEIL,91180,SAINT-GERMAIN-LES-ARPAJON,,,91552,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE JULES VALLES,,,,85.20Z,NAFRev2,N
219105525,00063,21910552500063,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,,,RTE,DE CORBEIL,91180,SAINT-GERMAIN-LES-ARPAJON,,,91552,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE JULES VALLES,,,,85.10Z,NAFRev2,N
219105525,00071,21910552500071,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,,,RUE,DE LA COMMUNE DE PARIS,91180,SAINT-GERMAIN-LES-ARPAJON,,,91552,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE JOLIOT CURIE,,,,85.10Z,NAFRev2,N
219105525,00089,21910552500089,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,,,RUE,DE LA COMMUNE DE PARIS,91180,SAINT-GERMAIN-LES-ARPAJON,,,91552,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOL PRIM FREDERIC JOLIOT-CURI,,,,85.20Z,NAFRev2,N
219105525,00097,21910552500097,O,1985-11-16,21,2019,,2021-10-27T08:11:20,true,4,HOTEL DE VILLE,,,RUE,RENE DECLE,91180,SAINT-GERMAIN-LES-ARPAJON,,,91552,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
219105525,00105,21910552500105,O,1995-01-01,NN,,,2019-11-14T14:01:05,false,4,MAIRIE,,,RUE,RENE DECLE,91180,SAINT-GERMAIN-LES-ARPAJON,,,91552,,,,,,,,,,,,,,,,,,,2017-06-30,F,SERVICE D'ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
219105525,00113,21910552500113,O,1998-01-30,NN,,,2019-11-14T14:01:05,false,3,,,,RES,JULES VALLES,91180,SAINT-GERMAIN-LES-ARPAJON,,,91552,,,,,,,,,,,,,,,,,,,2008-01-01,A,CENTRE DE PROTECTION INFANTILE,,,,86.21Z,NAFRev2,N
219105525,00121,21910552500121,O,2018-09-01,,,,2019-11-14T14:01:05,false,1,,,,CHE,DU BOIS DES FOSSES,91180,SAINT-GERMAIN-LES-ARPAJON,,,91552,,,,,,,,,,,,,,,,,,,2018-09-01,A,ECOLE PRIMAIRE PUBLIQUE LES FOLIES,,,,85.20Z,NAFRev2,N
219105533,00018,21910553300018,O,1983-03-01,21,2019,,2021-10-27T08:11:20,true,4,,2,,RTE,DE LIEUSAINT,91250,SAINT-GERMAIN-LES-CORBEIL,,,91553,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
219105533,00026,21910553300026,O,1983-12-21,03,2019,,2021-10-27T08:11:20,false,3,,1,B,RUE,BRETON,91250,SAINT-GERMAIN-LES-CORBEIL,,,91553,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE LES PRES HAUTS,,,,85.10Z,NAFRev2,N
219105533,00034,21910553300034,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,2,B,RUE,GEORGES COURTELINE,91250,SAINT-GERMAIN-LES-CORBEIL,,,91553,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUB LES PRES HAUTS,,,,85.20Z,NAFRev2,N
219105533,00042,21910553300042,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,,,ALL,VAL FLEURY,91250,SAINT-GERMAIN-LES-CORBEIL,,,91553,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE CHAMP DOLENT,,,,85.10Z,NAFRev2,N
219105533,00059,21910553300059,O,1983-12-21,03,2019,,2021-10-27T08:11:20,false,3,,,,IMP,DE LA TUILERIE,91250,SAINT-GERMAIN-LES-CORBEIL,,,91553,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE LA CROIX-VERTE,,,,85.10Z,NAFRev2,N
219105533,00067,21910553300067,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,,,IMP,DE LA TUILERIE,91250,SAINT-GERMAIN-LES-CORBEIL,,,91553,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE LA CROIX VERTE,,,,85.20Z,NAFRev2,N
219105533,00075,21910553300075,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,,,ALL,VALFLEURY,91250,SAINT-GERMAIN-LES-CORBEIL,,,91553,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE DU CHAMP DOLENT,,,,85.20Z,NAFRev2,N
219105533,00083,21910553300083,O,1996-12-25,NN,,,2019-11-14T14:01:05,false,4,MAIRIE,2,,RTE,DE LIEUSAINT,91250,SAINT-GERMAIN-LES-CORBEIL,,,91553,,,,,,,,,,,,,,,,,,,2016-01-01,F,SERVICE  ASSAINISSEMENT,,,,37.00Z,NAFRev2,O
219105533,00091,21910553300091,O,2001-12-31,NN,,,2019-11-14T14:01:05,false,3,MAIRIE,2,,RTE,DE LIEUSAINT,91250,SAINT-GERMAIN-LES-CORBEIL,,,91553,,,,,,,,,,,,,,,,,,,2008-01-01,A,LOCATION IMMOBILIERE,,,,68.20B,NAFRev2,N
219105566,00018,21910556600018,O,1983-03-01,01,2019,,2021-10-27T08:11:20,true,4,,,,RUE,DE LA LOUETRE,91780,SAINT-HILAIRE,,,91556,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
219105566,00026,21910556600026,O,1983-12-21,01,2019,,2021-10-27T08:11:20,false,3,,8,,RUE,DE LA LOUETTE,91780,SAINT-HILAIRE,,,91556,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
219105608,00018,21910560800018,O,1983-03-01,02,2019,,2021-10-27T08:11:20,true,4,,,,HAM,DE VILLEZIERS,91940,SAINT-JEAN-DE-BEAUREGARD,,,91560,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
219105608,00026,21910560800026,O,1983-12-21,01,2019,,2021-10-27T08:11:20,false,3,,,,RUE,DU NOYER,91940,SAINT-JEAN-DE-BEAUREGARD,,,91560,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE LE CENTRE,,,,85.20Z,NAFRev2,N
219105681,00015,21910568100015,O,1983-03-01,11,2019,,2021-10-27T08:11:20,true,4,,5,,RUE,DE BOURGUIGNETTE,91530,SAINT-MAURICE-MONTCOURONNE,,,91568,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
219105681,00023,21910568100023,O,1983-12-21,03,2019,,2021-10-27T08:11:20,false,3,,27,,RUE,DE LA FONTAINE DU SAULE,91530,SAINT-MAURICE-MONTCOURONNE,,,91568,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE SIMONE SOUMIER,,,,85.20Z,NAFRev2,N
219105681,00031,21910568100031,O,1983-12-21,NN,,,2019-11-14T14:01:05,false,4,,,,RUE,DE LA FONTAINE DU SAULE,91530,SAINT-MAURICE-MONTCOURONNE,,,91568,,,,,,,,,,,,,,,,,,,2003-08-31,F,ECOLE MATERNELLE PUBLIQUE SIMONE SOUMIER,,,,80.1Z,NAFRev1,N
219105707,00018,21910570700018,O,1983-03-01,32,2019,,2021-10-27T08:11:20,true,4,,16,,RUE,DE L EGLISE,91240,SAINT-MICHEL-SUR-ORGE,,,91570,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
219105707,00026,21910570700026,O,1983-12-21,12,2019,,2021-10-27T08:11:20,false,3,,1,,RUE,BIZET,91240,SAINT-MICHEL-SUR-ORGE,,,91570,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE RENE DECARTES,,,,85.20Z,NAFRev2,N
219105707,00034,21910570700034,O,1983-12-21,NN,,,2019-11-14T14:01:05,false,4,,1,,RUE,BIZET,91240,SAINT-MICHEL-SUR-ORGE,,,91570,,,,,,,,,,,,,,,,,,,1996-12-25,F,ECOLE PRIMAIRE RENE DESCARTES GROUPE 2,,,,80.1Z,NAF1993,N
219105707,00042,21910570700042,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,1,,RUE,BIZET,91240,SAINT-MICHEL-SUR-ORGE,,,91570,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE RENE DESCARTES,,,,85.10Z,NAFRev2,N
219105707,00059,21910570700059,O,1983-12-21,11,2019,,2021-10-27T08:11:20,false,3,,5,,RUE,MARE DES BORDES,91240,SAINT-MICHEL-SUR-ORGE,,,91570,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE JULES VERNES,,,,85.10Z,NAFRev2,N
219105707,00067,21910570700067,O,1983-12-21,NN,,,2019-11-14T14:01:05,false,4,,3,,ALL,DES CEDRES,91240,SAINT-MICHEL-SUR-ORGE,,,91570,,,,,,,,,,,,,,,,,,,2002-12-19,F,ECOLE PRIMAIRE PUBLIQUE PABLO PICASSO,,,,80.1Z,NAF1993,N
219105707,00075,21910570700075,O,1983-12-21,03,2019,,2021-10-27T08:11:20,false,3,,,,ALL,PABLO PICASSO,91240,SAINT-MICHEL-SUR-ORGE,,,91570,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE PABLO PICASSO,,,,85.10Z,NAFRev2,N
219105707,00083,21910570700083,O,1983-12-21,NN,,,2019-11-14T14:01:05,false,4,,2,,RUE,CHARPENTIER,91240,SAINT-MICHEL-SUR-ORGE,,,91570,,,,,,,,,,,,,,,,,,,2008-12-17,F,ECOLE MATERNELLE PUBLIQUE LOUISE MICHEL,,,,85.10Z,NAFRev2,N
219105707,00109,21910570700109,O,1983-12-21,NN,,,2019-11-14T14:01:05,false,4,,3,,RUE,SAINT EXUPERY,91240,SAINT-MICHEL-SUR-ORGE,,,91570,,,,,,,,,,,,,,,,,,,1996-12-25,F,ECOL MATE LEON GAMBETTA,,,,80.1Z,NAF1993,N
