212002570,00019,21200257000019,O,1983-03-01,02,2019,,2021-10-27T08:07:11,true,3,,,,,,20246,RAPALE,,,2B257,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002570,00035,21200257000035,O,1997-01-01,NN,,,2008-01-04T18:27:46,false,3,MAIRIE,,,,,20246,RAPALE,,,2B257,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002588,00011,21200258800011,O,1983-03-01,02,2019,,2021-10-27T08:07:11,true,4,MAIRIE,,,,POGGIO,20160,RENNO,,,2A258,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002588,00029,21200258800029,O,1997-01-01,NN,,,2008-01-04T18:27:46,false,3,,,,,HOTEL DE VILLE,20160,RENNO,,,2A258,,,,,,,,,,,,,,,,,,,2008-01-01,A,EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002596,00014,21200259600014,O,1983-03-01,02,2019,,2021-10-27T08:07:11,true,3,,,,,,20121,REZZA,,,2A259,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,N
212002596,00022,21200259600022,O,1997-01-01,NN,,,2008-01-04T18:27:46,false,3,MAIRIE,,,,,20121,REZZA,,,2A259,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE DE L'EAU,,,,36.00Z,NAFRev2,N
212002604,00016,21200260400016,O,1983-03-01,02,2019,,2021-10-27T08:07:11,true,3,,,,,,20250,RIVENTOSA,,,2B260,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002604,00024,21200260400024,O,1984-09-15,01,2019,,2021-10-27T08:07:11,false,3,,,,,,20250,RIVENTOSA,,,2B260,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
212002604,00032,21200260400032,O,2000-11-08,NN,,,2008-01-04T18:27:46,false,3,,,,,HOTEL DE VILLE,20250,RIVENTOSA,,,2B260,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002612,00019,21200261200019,O,1983-03-01,03,2019,,2021-10-27T08:07:11,true,4,,,,,ROGLIANO,20247,ROGLIANO,,,2B261,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002612,00027,21200261200027,O,1983-12-21,03,2019,,2021-10-27T08:07:11,false,3,,,,,MACINAGGIO,20248,ROGLIANO,,,2B261,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
212002612,00035,21200261200035,O,1983-12-21,NN,,,2008-01-04T18:27:47,false,3,,,,,,20247,ROGLIANO,,,2B261,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
212002612,00043,21200261200043,O,1997-01-01,NN,,,2008-01-04T18:27:47,false,3,,,,,ROGLIANO,20247,ROGLIANO,,,2B261,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002612,00050,21200261200050,O,1983-03-01,,,,2019-07-10T11:37:29,false,1,,,,,MACINAGGIO,20248,ROGLIANO,,,2B261,,,,,,,,,,,,,,,,,,,1983-03-01,A,PORT DE MACINAGGIO,,,,93.29Z,NAFRev2,N
212002620,00012,21200262000012,O,1983-03-01,01,2019,,2021-10-27T08:07:11,true,4,,,,,,20121,ROSAZIA,,,2A262,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002620,00038,21200262000038,O,1997-01-01,NN,,,2008-01-04T18:27:47,false,3,MAIRIE,,,,,20121,ROSAZIA,,,2A262,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE DE L'EAU,,,,36.00Z,NAFRev2,N
212002638,00014,21200263800014,O,1983-03-01,02,2019,,2021-10-27T08:07:11,true,3,,,,,,20242,ROSPIGLIANI,,,2B263,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,N
212002638,00030,21200263800030,O,2000-11-08,NN,,,2013-10-05T12:37:24,false,4,,,,,HOTEL DE VILLE,20242,ROSPIGLIANI,,,2B263,,,,,,,,,,,,,,,,,,,2012-12-25,F,SERVICE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002646,00017,21200264600017,O,1983-03-01,02,2019,,2021-10-27T08:07:11,true,4,,,,,,20244,RUSIO,,,2B264,,,,,,,,,,,,,,,,,,,2018-01-30,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002646,00025,21200264600025,O,2000-11-08,NN,,,2008-01-04T18:27:47,false,3,,,,,HOTEL DE VILLE,20244,RUSIO,,,2B264,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002653,00013,21200265300013,O,1983-03-01,03,2019,,2021-10-27T08:07:11,true,4,,,,,,20239,RUTALI,,,2B265,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002653,00021,21200265300021,O,1983-12-21,01,2019,,2021-10-27T08:07:11,false,4,,,,,LE VILLAGE,20239,RUTALI,,,2B265,,,,,,,,,,,,,,,,,,,2009-11-24,A,ECOLE ELEMENTAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
212002653,00039,21200265300039,O,1997-01-01,NN,,,2008-01-04T18:27:47,false,3,MAIRIE,,,,,20239,RUTALI,,,2B265,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002661,00016,21200266100016,O,1983-03-01,01,2019,,2021-10-27T08:07:11,true,3,,,,,,20121,SALICE,,,2A266,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,N
212002661,00024,21200266100024,O,1997-01-01,NN,,,2008-01-04T18:27:47,false,3,MAIRIE,,,,,20121,SALICE,,,2A266,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE DE L'EAU,,,,36.00Z,NAFRev2,N
212002679,00018,21200267900018,O,1983-03-01,02,2019,,2021-10-27T08:07:11,true,3,,,,,,20218,SALICETO,,,2B267,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,N
212002679,00026,21200267900026,O,2000-11-08,NN,,,2008-01-04T18:27:47,false,3,,,,,HOTEL DE VILLE,20218,SALICETO,,,2B267,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002687,00011,21200268700011,O,1983-03-01,01,2019,,2021-10-27T08:07:11,true,3,HOTEL DE VILLE,,,,,20134,SAMPOLO,,,2A268,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,N
212002687,00029,21200268700029,O,1997-01-01,NN,,,2008-01-04T18:27:47,false,3,MAIRIE,,,,,20134,SAMPOLO,,,2A268,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE DE L'EAU,,,,36.00Z,NAFRev2,N
212002695,00014,21200269500014,O,1983-03-01,03,2019,,2021-10-27T08:07:11,true,4,HOTEL DE VILLE,,,,STRETTA DI A MERIA,20145,SARI-SOLENZARA,,,2A269,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002695,00022,21200269500022,O,1983-12-21,12,2019,,2021-10-27T08:07:11,false,4,,,,,SOLENZARA,20145,SARI-SOLENZARA,,,2A269,,,,,,,,,,,,,,,,,,,2009-11-24,A,ECOLE ELEMENTAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
212002695,00030,21200269500030,O,1983-12-21,NN,,,2019-11-14T14:00:29,false,3,,,,,HAMEAU DE SOLENZARA,20145,SARI-SOLENZARA,,,2A269,,,,,,,,,,,,,,,,,,,2000-08-31,F,ECOLE MATERNELLE PUBLIQUE,,,,80.1Z,NAF1993,N
212002695,00048,21200269500048,O,1995-01-01,NN,,,2020-07-24T07:57:08,false,3,MAIRIE,,,,STRETTA DI A MERIA,20145,SARI-SOLENZARA,,,2A269,,,,,,,,,,,,,,,,,,,2008-01-01,A,ASSAINISSEMENT DE SARI SOLENZARA,,,,38.11Z,NAFRev2,N
212002695,00055,21200269500055,O,1995-01-01,03,2019,,2021-10-27T08:07:11,false,3,MAIRIE,,,,PIAZZA DI A MERIA,20145,SARI-SOLENZARA,,,2A269,,,,,,,,,,,,,,,,,,,2008-01-01,A,PORT DE PLAISANCE  DE SARI SOLENZARA,,,,85.51Z,NAFRev2,N
212002703,00016,21200270300016,O,1983-03-01,02,2019,,2021-10-27T08:07:11,true,4,,,,,ACQUANSU,20151,SARI D'ORCINO,,,2A270,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002703,00024,21200270300024,O,1983-12-21,01,2019,,2021-10-27T08:07:11,false,3,,,,,,20151,SARI D'ORCINO,,,2A270,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
212002703,00032,21200270300032,O,1997-01-01,NN,,,,false,4,MAIRIE,,,,,20151,SARI D'ORCINO,,,2A270,,,,,,,,,,,,,,,,,,,2000-08-10,F,SERVICE DE L'EAU,,,,41.0Z,NAF1993,N
212002711,00019,21200271100019,O,1983-03-01,12,2019,,2021-10-27T08:07:11,true,4,,,,LD,A-TORRA,20167,SARROLA-CARCOPINO,,,2A271,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002711,00035,21200271100035,O,1983-12-21,NN,,,2019-11-14T14:00:29,false,3,,,,,HAMEAU DE BALEONE,20167,SARROLA-CARCOPINO,,,2A271,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
212002711,00043,21200271100043,O,1991-09-12,11,2019,,2021-10-27T08:07:11,false,4,ZONE INDUSTRIELLE,,,LD,URCHEGGIU,20167,SARROLA-CARCOPINO,,,2A271,,,,,,,,,,,,,,,,,,,2009-11-24,A,ECOLE ELEMENTAIRE PUBLIQUE MEZZANA,,,,85.20Z,NAFRev2,N
212002711,00050,21200271100050,O,1991-09-12,11,2019,,2021-10-27T08:07:11,false,3,,,,LD,URCHEGGIA,20167,SARROLA-CARCOPINO,,,2A271,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERN INTERCOMM DE MEZZANA,,,,85.10Z,NAFRev2,N
212002711,00068,21200271100068,O,1995-01-01,NN,,,2019-11-14T14:00:29,false,3,MAIRIE,,,LD,A-TORRA,20167,SARROLA-CARCOPINO,,,2A271,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU,,,,36.00Z,NAFRev2,N
212002729,00011,21200272900011,O,1983-03-01,12,2019,,2021-10-27T08:07:11,true,4,,,,PL,DE LA LIBERATION,20100,SARTENE,,,2A272,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002729,00029,21200272900029,O,1983-12-21,11,2019,,2021-10-27T08:07:11,false,3,,,,AV,GABRIEL PERI,20100,SARTENE,,,2A272,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE,,,,85.10Z,NAFRev2,N
212002729,00037,21200272900037,O,1983-12-21,11,2019,,2021-10-27T08:07:11,false,4,,4,,AV,GABRIEL PERI,20100,SARTENE,,,2A272,,,,,,,,,,,,,,,,,,,2009-11-24,A,ECOLE ELEMENTAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
212002729,00045,21200272900045,O,1997-01-01,NN,,,2008-01-04T18:27:47,false,3,MAIRIE,,,PL,DE LA LIBERATION,20100,SARTENE,,,2A272,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
212002729,00052,21200272900052,O,1997-01-01,NN,,,2008-01-04T18:27:47,false,3,MAIRIE,,,PL,DE LA LIBERATION,20100,SARTENE,,,2A272,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU,,,,36.00Z,NAFRev2,N
212002729,00060,21200272900060,O,2007-08-20,,,,2011-07-31T18:02:14,false,3,,,,PL,DE LA LIBERATION,20100,SARTENE,,,2A272,,,,,,,,,,,,,,,,,,,2011-07-31,A,CAMPING ROCCAPINA,,,,55.30Z,NAFRev2,O
212002737,00014,21200273700014,O,1983-03-01,01,2019,,2021-10-27T08:07:11,true,3,,,,,,20213,SCATA,,,2B273,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,N
212002737,00030,21200273700030,O,2000-12-25,NN,,,2008-01-04T18:27:47,false,2,,,,,HOTEL DE VILLE,20213,SCATA,,,2B273,,,,,,,,,,,,,,,,,,,2008-01-01,A,EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002745,00017,21200274500017,O,1983-03-01,01,2019,,2021-10-27T08:07:11,true,4,HOTEL DE VILLE,,,,,20290,SCOLCA,,,2B274,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002745,00025,21200274500025,O,2000-11-01,NN,,,2013-10-05T12:37:24,false,4,,,,,HOTEL DE VILLE,20290,SCOLCA,,,2B274,,,,,,,,,,,,,,,,,,,2012-12-25,F,EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002752,00013,21200275200013,O,1983-03-01,02,2019,,2021-10-27T08:07:11,true,4,,,,,,20212,SERMANO,,,2B275,,,,,,,,,,,,,,,,,,,2009-03-15,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002752,00039,21200275200039,O,2000-11-08,NN,,,2008-01-04T18:27:47,false,3,,,,,HOTEL DE VILLE,20212,SERMANO,,,2B275,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002760,00016,21200276000016,O,1983-03-01,11,2019,,2021-10-27T08:07:11,true,4,HOTEL DE VILLE,,,,,20140,SERRA-DI-FERRO,,,2A276,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002760,00024,21200276000024,O,1983-12-21,02,2019,,2021-10-27T08:07:11,false,3,,,,,,20140,SERRA-DI-FERRO,,,2A276,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
212002760,00040,21200276000040,O,1997-01-01,NN,,,2019-11-14T14:00:29,false,3,MAIRIE,,,,,20140,SERRA-DI-FERRO,,,2A276,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE DE L'EAU,,,,36.00Z,NAFRev2,N
212002760,00057,21200276000057,O,1999-02-12,NN,,,2019-11-14T14:00:29,false,3,,,,,PORTO POLLO,20140,SERRA-DI-FERRO,,,2A276,,,,,,,,,,,,,,,,,,,2008-01-01,A,PORT PLAISANCE JB TOMI PORTO POLLO,,,,84.11Z,NAFRev2,N
212002778,00018,21200277800018,O,1983-03-01,01,2019,,2021-10-27T08:07:11,true,4,HOTEL DE VILLE,,,,,20243,SERRA-DI-FIUMORBO,,,2B277,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002786,00011,21200278600011,O,1983-03-01,01,2019,,2021-10-27T08:07:11,true,4,HOTEL DE VILLE,,,,,20127,SERRA-DI-SCOPAMENE,,,2A278,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002786,00029,21200278600029,O,1983-12-21,01,2019,,2021-10-27T08:07:11,false,3,,,,,,20127,SERRA-DI-SCOPAMENE,,,2A278,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.10Z,NAFRev2,N
212002786,00037,21200278600037,O,2003-05-01,NN,,,2019-11-14T14:00:29,false,3,,,,,CHIESA,20127,SERRA-DI-SCOPAMENE,,,2A278,,,,,,,,,,,,,,,,,,,2008-01-01,A,CAMPING MUNICIPAL,,,,55.30Z,NAFRev2,N
212002794,00015,21200279400015,O,1983-03-01,02,2019,,2021-10-27T08:07:11,true,4,,,,,,20147,SERRIERA,,,2A279,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002794,00031,21200279400031,O,1996-01-01,NN,,,2008-01-04T18:27:47,false,3,MAIRIE,,,,,20147,SERRIERA,,,2A279,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002802,00016,21200280200016,O,1983-03-01,02,2019,,2021-10-27T08:07:11,true,3,,,,,,20215,SILVARECCIO,,,2B280,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002802,00024,21200280200024,O,1983-12-21,NN,,,2008-04-26T08:18:06,false,3,,,,,,20215,SILVARECCIO,,,2B280,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
212002802,00032,21200280200032,O,2001-12-25,NN,,,2008-01-04T18:27:47,false,2,MAIRIE,,,,,20215,SILVARECCIO,,,2B280,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ASSAINISSEMENT SILVARECCIO,,,,36.00Z,NAFRev2,N
212002810,00019,21200281000019,O,1983-03-01,11,2019,,2021-10-27T08:07:11,true,4,HOTEL DE VILLE,,,,,20233,SISCO,,,2B281,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002810,00043,21200281000043,O,1988-09-10,02,2019,,2021-10-27T08:07:11,false,3,,,,,,20233,SISCO,,,2B281,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBL,,,,85.20Z,NAFRev2,N
212002810,00050,21200281000050,O,2000-11-08,01,2019,,2021-10-27T08:07:11,false,3,,,,,HOTEL DE VILLE,20233,SISCO,,,2B281,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002828,00011,21200282800011,O,1983-03-01,01,2019,,2021-10-27T08:07:11,true,4,,,,,,20125,SOCCIA,,,2A282,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002828,00037,21200282800037,O,1997-01-01,NN,,,2013-10-05T12:37:24,false,4,,,,,HOTEL DE VILLE,20125,SOCCIA,,,2A282,,,,,,,,,,,,,,,,,,,2012-12-25,F,EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002836,00014,21200283600014,O,1983-03-01,03,2019,,2021-10-27T08:07:11,true,4,HOTEL DE VILLE,,,,,20240,SOLARO,,,2B283,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002836,00022,21200283600022,O,2000-12-25,NN,,,2008-01-04T18:27:47,false,2,,,,,HOTEL DE VILLE,20240,SOLARO,,,2B283,,,,,,,,,,,,,,,,,,,2008-01-01,A,EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002844,00018,21200284400018,O,1983-03-01,03,2019,,2021-10-27T08:07:11,true,4,MAIRIE,,,RUE,DE L'EGLISE,20140,SOLLACARO,,,2A284,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002844,00026,21200284400026,O,1983-12-21,01,2019,,2021-10-27T08:07:11,false,4,,,,,CASALABRIVA,20140,SOLLACARO,,,2A284,,,,,,,,,,,,,,,,,,,2009-11-24,A,ECOLE ELEMENTAIRE PUB CASALABRIVA,,,,85.20Z,NAFRev2,N
212002844,00034,21200284400034,O,1997-01-01,NN,,,2008-01-04T18:27:47,false,3,,,,,,20140,SOLLACARO,,,2A284,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ASSAINISSEMENT SOLLACARO,,,,36.00Z,NAFRev2,N
212002851,00013,21200285100013,O,1983-03-01,01,2019,,2021-10-27T08:07:11,true,4,HOTEL DE VILLE,,,,,20152,SORBOLLANO,,,2A285,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002851,00021,21200285100021,O,1996-01-01,NN,,,2008-01-04T18:27:47,false,3,MAIRIE,,,,,20152,SORBOLLANO,,,2A285,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002869,00015,21200286900015,O,1983-03-01,03,2019,,2021-10-27T08:07:11,true,4,HOTEL DE VILLE,,,,,20213,SORBO-OCAGNANO,,,2B286,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002869,00031,21200286900031,O,1983-12-21,02,2019,,2021-10-27T08:07:11,false,3,,,,,HAMEAU DE QUERCIOLO,20213,SORBO-OCAGNANO,,,2B286,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
212002869,00049,21200286900049,O,2000-12-25,NN,,,2019-11-14T14:00:30,false,2,,,,,HOTEL DE VILLE,20213,SORBO-OCAGNANO,,,2B286,,,,,,,,,,,,,,,,,,,2008-01-01,A,EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002877,00018,21200287700018,O,1983-03-01,01,2019,,2021-10-27T08:07:11,true,3,,,,,,20246,SORIO,,,2B287,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
212002877,00026,21200287700026,O,1983-12-21,NN,,,2008-01-04T18:27:47,false,3,,,,,,20246,SORIO,,,2B287,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
212002877,00034,21200287700034,O,1997-01-01,NN,,,2008-01-04T18:27:47,false,3,MAIRIE,,,,,20246,SORIO,,,2B287,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
212002885,00011,21200288500011,O,1983-03-01,11,2019,,2021-10-27T08:07:11,true,4,HOTEL DE VILLE,,,,,20146,SOTTA,,,2A288,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
