200071926,00014,20007192600014,O,2017-01-01,31,2019,,2021-10-27T08:06:06,true,1,,2,,PL,JOSEPH ALCANTARA,11300,LIMOUX,,,11206,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200071926,00063,20007192600063,O,2017-01-01,22,2019,,2021-10-27T08:06:06,false,2,,2,,PL,JOSEPH ALCANTARA,11300,LIMOUX,,,11206,,,,,,,,,,,,,,,,,,,2018-01-21,A,AIDE A DOMICILE,,,,88.10A,NAFRev2,O
200071926,00071,20007192600071,O,2017-01-01,,,,2016-12-26T16:09:25,false,1,,7,,AV,DU PONT DE FRANCE,11300,LIMOUX,,,11206,,,,,,,,,,,,,,,,,,,2017-01-01,A,OFFICE DE TOURISME,,,,79.90Z,NAFRev2,N
200071934,00018,20007193400018,O,2017-01-01,22,2019,,2021-10-27T08:06:06,true,1,,16,,RUE,DE L INNOVATION,85200,FONTENAY-LE-COMTE,,BP 20359,85092,85206,FONTENAY LE COMTE CEDEX,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200071934,00059,20007193400059,O,2017-01-01,,,,2019-11-14T14:01:02,false,1,,,,PL,DE VERDUN,85200,FONTENAY-LE-COMTE,,,85092,,,,,,,,,,,,,,,,,,,2017-01-01,A,OFFICE DE TOURISME,,,,79.90Z,NAFRev2,N
200071942,00011,20007194200011,O,2017-01-01,22,2019,,2021-10-27T08:06:06,true,1,,12,,AV,JEAN JAURES,87300,BELLAC,,,87011,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200071959,00015,20007195900015,O,2017-01-01,12,2019,,2021-10-27T08:06:06,true,1,MAIRIE,,,,,04340,UBAYE-SERRE-PONCON,,,04033,,,,,,,,,,,,,,,,,,,2017-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
200071959,00023,20007195900023,O,2017-01-01,,,,2016-12-20T15:30:43,false,1,MAIRIE,,,,,04340,UBAYE-SERRE-PONCON,,,04033,,,,,,,,,,,,,,,,,,,2017-01-01,A,COMMUNE DELEGUEE DE LA BREOLE,,,,84.11Z,NAFRev2,N
200071959,00031,20007195900031,O,2017-01-01,,,,2021-02-23T10:30:38,false,1,MAIRIE,,,,,04340,UBAYE-SERRE-PONCON,,,04033,,,,,,,,,,,,,,,,,,,2017-01-01,A,COMMUNE DELEGUEE DE SAINT-VINCENT-LES-FORTS,,,,84.11Z,NAFRev2,N
200071959,00049,20007195900049,O,2017-01-01,01,2019,,2021-10-27T08:06:06,false,1,,,,,LE VILLAGE,04340,UBAYE-SERRE-PONCON,,,04033,,,,,,,,,,,,,,,,,,,2017-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
200071959,00056,20007195900056,O,2017-01-01,01,2019,,2021-10-27T08:06:06,false,1,,,,,LE LAUTARET,04340,UBAYE-SERRE-PONCON,,,04033,,,,,,,,,,,,,,,,,,,2017-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
200071959,00064,20007195900064,O,2017-01-01,,,,2017-01-03T12:56:52,false,1,,,,,,04340,UBAYE-SERRE-PONCON,,,04033,,,,,,,,,,,,,,,,,,,2017-01-01,A,CAMPING LE FEIN,,,,55.30Z,NAFRev2,N
200071967,00018,20007196700018,O,2017-01-01,21,2019,,2021-10-27T08:06:06,true,1,,851,,AV,DES RIVES DU LEMAN,74500,PUBLIER,,,74218,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200071975,00011,20007197500011,O,2017-01-01,03,2019,,2021-10-27T08:06:06,true,1,MAISON DE PAYS DU VALROMEY,3,,PL,BRILLAT SAVARIN,01260,CHAMPAGNE-EN-VALROMEY,,,01079,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200071983,00015,20007198300015,O,2017-01-01,22,2019,,2021-10-27T08:06:06,true,1,LA MALADRERIE,469,,RUE,SADI CARNOT,02120,GUISE,,,02361,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200071983,00049,20007198300049,O,2017-01-01,,,,2017-01-05T14:06:14,false,1,ZAC LA BRIQUETERIE,,,RUE,JEAN MONNET,02120,GUISE,,,02361,,,,,,,,,,,,,,,,,,,2017-01-01,A,COMPLEXE AQUATIQUE,,,,93.11Z,NAFRev2,N
200071991,00018,20007199100018,O,2017-01-01,22,2019,,2021-10-27T08:06:06,true,1,,9,,AV,MARX DORMOY,02600,VILLERS-COTTERETS,,,02810,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200071991,00042,20007199100042,O,2017-01-01,,,,2019-11-14T14:00:14,false,1,,3,,PL,ARISTIDE BRIAND,02600,VILLERS-COTTERETS,,,02810,,,,,,,,,,,,,,,,,,,2017-01-01,A,OFFICE DU TOURISME,,,,79.90Z,NAFRev2,O
200072007,00012,20007200700012,O,2017-01-01,12,2019,,2021-10-27T08:06:06,true,1,,,,PL,DE LA MAIRIE,07470,COUCOURON,,,07071,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.13Z,NAFRev2,O
200072015,00015,20007201500015,O,2017-01-01,22,2019,,2021-10-27T08:06:06,true,1,,,,DOM,DE LA LOMBARDIERE,07430,DAVEZIEUX,,,07078,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200072015,00023,20007201500023,O,2017-01-01,,,,2018-01-15T03:33:52,false,2,,,,DOM,DE LA LOMBARDIERE,07430,DAVEZIEUX,,,07078,,,,,,,,,,,,,,,,,,,2018-01-01,A,REGIE DES TRANSPORTS,,,,49.31Z,NAFRev2,O
200072015,00056,20007201500056,O,2017-01-01,03,2019,,2021-10-27T08:06:06,false,1,,,,DOM,DE LA LOMBARDIERE,07430,DAVEZIEUX,,,07078,,,,,,,,,,,,,,,,,,,2017-01-01,A,REGIE ASSAINISSEMENT,,,,37.00Z,NAFRev2,O
200072015,00064,20007201500064,O,2019-01-01,,,,2021-02-23T10:30:38,false,1,,,,DOM,DE LA LOMBARDIERE,07430,DAVEZIEUX,,,07078,,,,,,,,,,,,,,,,,,,2019-01-01,A,REGIE DE L'EAU ANNONAY RHONE AGGLO,,,,36.00Z,NAFRev2,N
200072023,00019,20007202300019,O,2017-01-01,21,2019,,2021-10-27T08:06:06,true,1,,10,,RTE,DE PARIS,16560,TOURRIERS,,,16383,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200072031,00012,20007203100012,O,2017-01-01,00,2019,,2021-10-27T08:06:06,false,2,,9,,RUE,VALLEE,02400,CHATEAU-THIERRY,,,02168,,,,,,,,,,,,,,,,,,,2019-07-01,F,,,,,84.11Z,NAFRev2,O
200072031,00129,20007203100129,O,2019-07-01,32,2019,,2021-10-27T08:06:06,true,1,,2,,AV,ERNEST COUVRECELLE,02400,ETAMPES-SUR-MARNE,,,02292,,,,,,,,,,,,,,,,,,,2019-07-01,A,,,,,84.11Z,NAFRev2,O
200072031,00137,20007203100137,O,2019-07-01,,,,2021-02-23T10:30:39,false,1,,2,,AV,ERNEST COUVRECELLE,02400,ETAMPES-SUR-MARNE,,,02292,,,,,,,,,,,,,,,,,,,2019-07-01,A,SERVICE D'AIDE A DOMICILE M22 PRESTATAIRES,,,,88.10A,NAFRev2,N
200072031,00145,20007203100145,O,2017-01-01,,,,2021-02-23T10:30:39,false,1,,2,,AV,ERNEST COUVRECELLE,02400,ETAMPES-SUR-MARNE,,,02292,,,,,,,,,,,,,,,,,,,2017-01-01,A,SERVICE DE PORTAGE DE REPAS,,,,88.99B,NAFRev2,N
200072049,00014,20007204900014,O,2017-01-01,12,2019,,2021-10-27T08:06:06,true,1,,8,,RUE,FONTAINE DES JARDINS,16500,CONFOLENS,,,16106,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200072049,00048,20007204900048,O,2017-01-01,12,2019,,2021-10-27T08:06:06,false,1,CENTRE D'ABATTAGE DE CHARENTE LIMOUSIN,70,,AV,GAMBETTA,16500,CONFOLENS,,,16106,,,,,,,,,,,,,,,,,,,2017-01-01,A,ABATTOIR,,,,10.11Z,NAFRev2,N
200072056,00019,20007205600019,O,2017-01-01,00,2018,,2020-08-25T10:15:16,false,2,MAIRIE,87,,RUE,GRANDE,39190,COUSANCE,,,39173,,,,,,,,,,,,,,,,,,,2018-07-05,F,,,,,84.11Z,NAFRev2,O
200072056,00266,20007205600266,O,2018-07-05,22,2019,,2021-10-27T08:06:06,true,1,,10,,RUE,GRANDE,39190,BEAUFORT-ORBAGNA,,,39043,,,,,,,,,,,,,,,,,,,2018-07-05,A,,,,,84.11Z,NAFRev2,O
200072064,00013,20007206400013,O,2017-01-01,21,2019,,2021-10-27T08:06:06,true,1,,15,A,RUE,DES ENTREPRENEURS,41700,LE CONTROIS-EN-SOLOGNE,,,41059,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200072072,00016,20007207200016,O,2017-01-01,32,2019,,2021-10-27T08:06:06,true,1,HOTEL DE VILLE ET DE COMMUNAUTE,,,,PARC RONSARD,41100,VENDOME,,,41269,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200072072,00040,20007207200040,O,2017-01-01,,,,2017-01-20T11:25:32,false,1,,2,,RUE,CESAR DE VENDOME,41100,VENDOME,,,41269,,,,,,,,,,,,,,,,,,,2017-01-01,A,SALLE DE SPECTACLE,,,,90.04Z,NAFRev2,O
200072072,00099,20007207200099,O,2017-01-01,,,,2019-11-14T14:00:37,false,1,,8,B,RUE,CONDORCET,41100,SAINT-OUEN,,,41226,,,,,,,,,,,,,,,,,,,2017-01-01,A,MULTI-ACCUEIL L'ILE AUX CALINS,,,,88.91A,NAFRev2,N
200072072,00107,20007207200107,O,2017-01-01,,,,2018-05-22T16:28:16,false,1,,5,,RUE,DU COLONEL FABIEN,41100,VENDOME,,,41269,,,,,,,,,,,,,,,,,,,2017-01-01,A,POLE PETITE ENFANCE,,,,88.91A,NAFRev2,N
200072072,00115,20007207200115,O,2018-06-15,,,,2018-09-04T12:55:39,false,1,HOTEL DE VILLE ET DE COMMUNAUTE,,,,PARC RONSARD,41100,VENDOME,,BP 20107,41269,41106,VENDOME CEDEX,,,,,,,,,,,,,,,,,2018-06-15,F,BA REGIE DU POLE NAUTIQUE DE TERRITOIRES VENDOMOIS,,,,93.11Z,NAFRev2,N
200072072,00123,20007207200123,O,2020-01-01,,,,2021-02-23T10:30:39,false,1,HOTEL DE VILLE ET DE COMMUNAUTE,,,,PARC RONSARD,41100,VENDOME,,,41269,,,,,,,,,,,,,,,,,,,2020-01-01,A,REGIE SERVICE ASSAINISSEMENT COLLECTIF,,,,37.00Z,NAFRev2,N
200072072,00131,20007207200131,O,2020-01-01,,,,2021-02-23T10:30:39,false,1,HOTEL DE VILLE ET DE COMMUNAUTE,,,,PARC RONSARD,41100,VENDOME,,,41269,,,,,,,,,,,,,,,,,,,2020-01-01,A,REGIE SERVICE EAU,,,,36.00Z,NAFRev2,N
200072080,00019,20007208000019,O,2017-01-01,21,2019,,2021-10-27T08:06:06,true,1,,,,RUE,DU PUITS ST JOSEPH,63700,SAINT-ELOY-LES-MINES,,,63338,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200072080,00068,20007208000068,O,2017-01-01,00,2019,,2021-10-27T08:06:06,false,1,,,,RUE,DU PUITS ST JOSEPH,63700,SAINT-ELOY-LES-MINES,,,63338,,,,,,,,,,,,,,,,,,,2017-01-01,A,SERVICE A DOMICILE,,,,88.10A,NAFRev2,O
200072098,00011,20007209800011,O,2017-01-01,12,2019,,2021-10-27T08:06:06,true,1,,,,RUE,VICTOR MAZUEL,63410,MANZAT,,,63206,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200072098,00029,20007209800029,O,2017-01-01,11,2019,,2021-10-27T08:06:06,false,1,,23,,RUE,VICTOR MAZUEL,63410,MANZAT,,,63206,,,,,,,,,,,,,,,,,,,2017-01-01,A,ACTIVITES CULTURELLES,,,,84.12Z,NAFRev2,N
200072098,00060,20007209800060,O,2017-01-01,01,2019,,2021-10-27T08:06:06,false,1,,,,AV,DE LA GARE,63770,LES ANCIZES-COMPS,,,63004,,,,,,,,,,,,,,,,,,,2017-01-01,A,CINEMA INTERCOMMUNAL DE LA VIOUZE,,,,59.14Z,NAFRev2,O
200072098,00094,20007209800094,O,2017-01-01,11,2019,,2021-10-27T08:06:06,false,1,21-23,21,,RUE,VICTOR MAZUEL,63410,MANZAT,,,63206,,,,,,,,,,,,,,,,,,,2017-01-01,A,EQUIPEMENTS SPORTIFS,,,,93.11Z,NAFRev2,O
200072098,00102,20007209800102,O,2017-01-01,22,2019,,2021-10-27T08:06:06,false,1,,21,,RUE,VICTOR MAZUEL,63410,MANZAT,,,63206,,,,,,,,,,,,,,,,,,,2017-01-01,A,JEUNESSE,,,,93.29Z,NAFRev2,N
200072098,00227,20007209800227,O,2018-03-22,,,,2018-04-10T13:52:47,false,1,,2,,RUE,DE LA BARRE,63460,COMBRONDE,,,63116,,,,,,,,,,,,,,,,,,,2018-03-22,A,CUISINE DE L'EHPAD DE COMBRONDE,,,,56.29B,NAFRev2,N
200072098,00235,20007209800235,O,2018-03-22,,,,2018-04-10T13:55:33,false,1,,21,,RUE,SAGNAT,63460,JOZERAND,,,63181,,,,,,,,,,,,,,,,,,,2018-03-22,A,CUISINE DE L'ECOLE DE JOZERAND,,,,56.29B,NAFRev2,N
200072098,00243,20007209800243,O,2018-07-12,,,,2018-07-24T14:11:21,false,1,,,,RUE,DE LA LIBERATION,63460,COMBRONDE,,,63116,,,,,,,,,,,,,,,,,,,2018-07-12,A,CUISINE ECOLE DE COMBRONDE,,,,56.29B,NAFRev2,N
200072106,00012,20007210600012,O,2017-01-01,31,2019,,2021-10-27T08:06:06,true,1,,,,PL,DU CORPS FRANC POMMIES,65500,VIC-EN-BIGORRE,,,65460,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200072106,00053,20007210600053,O,2017-01-01,03,2019,,2021-10-27T08:06:06,false,1,,,,PL,DU CORPS FRANC POMMIES,65500,VIC-EN-BIGORRE,,,65460,,,,,,,,,,,,,,,,,,,2017-01-01,A,CENTRE MULTIMEDIA,,,,61.10Z,NAFRev2,N
200072114,00016,20007211400016,O,2017-01-01,12,2019,,2021-10-27T08:06:06,true,1,,1601,,CHE,DES TROIS PONTS,31330,GRENADE,,,31232,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,36.00Z,NAFRev2,O
200072122,00019,20007212200019,O,2017-01-01,00,2018,,2020-08-25T10:15:16,true,2,,13,,RUE,DU GENERAL DE GAULLE,77120,COULOMMIERS,,,77131,,,,,,,,,,,,,,,,,,,2018-01-01,F,,,,,84.11Z,NAFRev2,O
200072130,00012,20007213000012,O,2017-01-01,32,2019,,2021-10-27T08:06:06,true,1,,,,PL,DE L HOTEL DE VILLE J CHIRAC,77100,MEAUX,,,77284,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200072130,00053,20007213000053,O,2020-01-01,,,,2021-08-19T11:54:48,false,1,,,,PL,DE L HOTEL DE VILLE J CHIRAC,77100,MEAUX,,,77284,,,,,,,,,,,,,,,,,,,2020-01-01,A,REGIE EXPLOITATION SERVICE DE L'ASSAINISSEMENT,,,,37.00Z,NAFRev2,O
200072130,00061,20007213000061,O,2020-01-01,,,,2021-08-19T11:54:48,false,1,,,,PL,DE L HOTEL DE VILLE J CHIRAC,77100,MEAUX,,,77284,,,,,,,,,,,,,,,,,,,2020-01-01,A,REGIE EXPLOITATION SERVICE EAU POTABLE,,,,36.00Z,NAFRev2,O
200072148,00014,20007214800014,O,2017-01-01,NN,,,2019-06-24T13:08:57,false,2,SAINTE MARIE DE CHIGNAC,,,,LE BOURG,24750,BOULAZAC ISLE MANOIRE,,,24053,,,,,,,,,,,,,,,,,,,2017-10-27,F,,,,,84.11Z,NAFRev2,O
200072148,00022,20007214800022,O,2017-10-27,03,2019,,2021-10-27T08:06:06,true,2,LES VIGNOBLES,,,,LE CHANGE,24330,BASSILLAC ET AUBEROCHE,,,24026,,,,,,,,,,,,,,,,,,,2021-01-01,F,,,,,84.11Z,NAFRev2,O
200072155,00019,20007215500019,O,2016-12-30,NN,,,2019-06-24T13:08:57,true,2,MAIRIE DE BRANNE,11,,PL,DU  NOVEMBRE,33420,BRANNE,,,33071,,,,,,,,,,,,,,,,,,,2018-12-31,F,,,,,84.12Z,NAFRev2,O
200072163,00013,20007216300013,O,2017-01-01,02,2019,,2021-10-27T08:06:06,true,1,,56,,ALL,S ST MICHEL,33690,GRIGNOLS,,,33195,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200072171,00016,20007217100016,O,2017-01-01,03,2019,,2021-10-27T08:06:06,true,1,MAIRIE,1,,RUE,DE LA MAIRIE,33220,LES LEVES-ET-THOUMEYRAGUES,,,33242,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200072189,00018,20007218900018,O,2016-12-31,11,2019,,2021-10-27T08:06:06,true,1,,46,,BD,EDGAR QUINET,79200,PARTHENAY,,,79202,,,,,,,,,,,,,,,,,,,2016-12-31,A,,,,,84.11Z,NAFRev2,O
200072197,00011,20007219700011,O,2016-12-31,,,,2016-12-21T09:52:53,true,1,CONSEIL DEP - MAISON DEPARTEMENT,,,,MAIL LUCIE AUBRAC,79000,NIORT,,CS 58880,79191,79021,NIORT CEDEX,,,,,,,,,,,,,,,,,2016-12-31,A,,,,,42.22Z,NAFRev2,O
200072197,00029,20007219700029,O,2018-07-01,,,,2021-02-23T10:30:40,false,1,CONSEIL DEP - MAISON DEPARTEMENT,,,,MAIL LUCIE AUBRAC,79000,NIORT,,,79191,,,,,,,,,,,,,,,,,,,2018-07-01,A,REGIE RESEAU FTTH,,,,61.10Z,NAFRev2,N
200072205,00012,20007220500012,O,2016-12-31,,,,2019-11-14T14:01:02,true,2,MAIRIE,4,,PL,DU MARCHE,85170,LE POIRE-SUR-VIE,,,85178,,,,,,,,,,,,,,,,,,,2017-12-31,F,,,,,84.11Z,NAFRev2,O
200072213,00016,20007221300016,O,2016-12-31,,,,2019-11-14T14:01:02,true,1,MAIRIE,34,,RUE,DE SAINT JEAN DE MONTS,85550,LA BARRE-DE-MONTS,,,85012,,,,,,,,,,,,,,,,,,,2016-12-31,A,,,,,84.11Z,NAFRev2,O
200072221,00019,20007222100019,O,2016-12-31,,,,2018-01-03T08:32:48,true,2,MAIRIE,,,RUE,DU PRESBYTERE,85220,LANDEVIEILLE,,,85120,,,,,,,,,,,,,,,,,,,2017-12-31,F,,,,,84.11Z,NAFRev2,O
200072239,00011,20007223900011,O,2017-01-01,,,,2016-12-21T11:59:40,true,1,,15,,PL,DE L HOTEL DE VILLE,51600,SUIPPES,,,51559,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,88.99B,NAFRev2,N
200072239,00029,20007223900029,O,2017-01-01,,,,2021-02-23T10:30:40,false,2,,15,,PL,DE L HOTEL DE VILLE,51600,SUIPPES,,,51559,,,,,,,,,,,,,,,,,,,2018-01-14,A,CLIC DES SOURCES,,,,88.99B,NAFRev2,O
200072239,00037,20007223900037,O,2017-01-01,,,,2017-01-23T08:35:48,false,1,,1,,PL,MARIN LA MESLEE,51600,SUIPPES,,,51559,,,,,,,,,,,,,,,,,,,2017-01-01,A,RESIDENCE EHPAD PIERRE SIMON,,,,87.10A,NAFRev2,O
200072239,00045,20007223900045,O,2017-06-21,,,,2018-01-05T08:33:07,false,2,,9,,RUE,SAINT CLOUD,51600,SUIPPES,,,51559,,,,,,,,,,,,,,,,,,,2018-01-01,A,RELAIS ASSISTANTE MATERNELLE,,,,88.91A,NAFRev2,O
200072247,00014,20007224700014,O,2012-11-26,,,,2016-12-21T12:18:48,true,1,MAIRIE,,,,LE BOURG,86370,MARCAY,,,86145,,,,,,,,,,,,,,,,,,,2012-11-26,A,,,,,42.99Z,NAFRev2,N
200072254,00010,20007225400010,O,2017-01-01,12,2019,,2021-10-27T08:06:06,true,1,,3,,PL,DE LA MAIRIE,72200,BAZOUGES CRE SUR LOIR,,,72025,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,84.11Z,NAFRev2,O
200072254,00028,20007225400028,O,2017-01-01,,,,2016-12-21T15:31:35,false,1,MAIRIE,3,,PL,DE LA MAIRIE,72200,BAZOUGES CRE SUR LOIR,,,72025,,,,,,,,,,,,,,,,,,,2017-01-01,A,COMMUNE DELEGUEE DE BAZOUGES SUR LE LOIR,,,,84.11Z,NAFRev2,N
200072254,00036,20007225400036,O,2017-01-01,,,,2017-01-03T13:56:25,false,1,MAIRIE,13,,RUE,CHARLES DE GAULLE,72200,BAZOUGES CRE SUR LOIR,,,72025,,,,,,,,,,,,,,,,,,,2017-01-01,A,COMMUNE DELEGUEE DE CRE SUR LOIR,,,,84.11Z,NAFRev2,N
200072254,00044,20007225400044,O,2017-01-01,02,2019,,2021-10-27T08:06:06,false,1,,16,,RUE,DU BOURG JOLI,72200,BAZOUGES CRE SUR LOIR,,,72025,,,,,,,,,,,,,,,,,,,2017-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
200072254,00051,20007225400051,O,2017-01-01,02,2019,,2021-10-27T08:06:06,false,1,,,,PL,DE LA MAIRIE,72200,BAZOUGES CRE SUR LOIR,,,72025,,,,,,,,,,,,,,,,,,,2017-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
200072262,00013,20007226200013,O,2017-01-01,12,2019,,2021-10-27T08:06:06,true,1,,,,PL,DE LA MAIRIE,72340,LOIR EN VALLEE,,,72262,,,,,,,,,,,,,,,,,,,2017-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
200072262,00021,20007226200021,O,2017-01-01,,,,2017-01-10T09:15:53,false,1,,11,,RUE,TUSSON,72310,LOIR EN VALLEE,,,72262,,,,,,,,,,,,,,,,,,,2017-01-01,A,COMMUNE DELEGUEE DE LAVENAY,,,,84.11Z,NAFRev2,N
200072262,00039,20007226200039,O,2017-01-01,,,,2017-01-10T09:16:04,false,1,,2,,PL,DE LA MAIRIE,72310,LOIR EN VALLEE,,,72262,,,,,,,,,,,,,,,,,,,2017-01-01,A,COMMUNE DELEGUEE DE LA CHAPELLE GAUGAIN,,,,84.11Z,NAFRev2,N
200072262,00047,20007226200047,O,2017-01-01,,,,2017-01-10T09:43:20,false,1,,13,,RUE,PRINCIPALE,72340,LOIR EN VALLEE,,,72262,,,,,,,,,,,,,,,,,,,2017-01-01,A,COMMUNE DELEGUEE DE PONCE SUR LOIR,,,,84.11Z,NAFRev2,N
200072262,00054,20007226200054,O,2017-01-01,,,,2021-02-23T10:30:40,false,1,,,,PL,DE LA MAIRIE,72340,LOIR EN VALLEE,,,72262,,,,,,,,,,,,,,,,,,,2017-01-01,A,COMMUNE DELEGUEE DE RUILLE SUR LOIR,,,,84.11Z,NAFRev2,N
200072262,00062,20007226200062,O,2017-01-01,,,,2021-08-31T20:01:48,false,2,,3,,RUE,TUSSON,72310,LOIR EN VALLEE,,,72262,,,,,,,,,,,,,,,,,,,2020-12-25,A,ECOLE MATERNELLE PUBLIQUE LES P'TITS LOUPS,,,,85.10Z,NAFRev2,N
200072262,00070,20007226200070,O,2017-01-01,01,2019,,2021-10-27T08:06:06,false,2,,1,,PL,DIDIERJEAN,72310,LOIR EN VALLEE,,,72262,,,,,,,,,,,,,,,,,,,2020-12-25,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
200072262,00088,20007226200088,O,2017-01-01,02,2019,,2021-10-27T08:06:06,false,2,,13,,RUE,PRINCIPALE,72340,LOIR EN VALLEE,,,72262,,,,,,,,,,,,,,,,,,,2020-12-25,A,ECOLE PRIMAIRE PUBLIQUE DE PONCE SUR LE LOIR,,,,85.20Z,NAFRev2,N
200072262,00096,20007226200096,O,2017-01-01,02,2019,,2021-10-27T08:06:06,false,2,,10,,RUE,DE L'EUROPE,72340,LOIR EN VALLEE,,,72262,,,,,,,,,,,,,,,,,,,2020-12-25,A,ECOLE PRIMAIRE PUBLIQUE SEGUIN,,,,85.20Z,NAFRev2,N
200072262,00104,20007226200104,O,2017-01-01,,,,2017-01-10T00:11:46,false,1,,,,,PO DE BRAYE,72310,LOIR EN VALLEE,,,72262,,,,,,,,,,,,,,,,,,,2017-01-01,A,CAMPING MUNICIPAL LES LIBELLULES,,,,55.30Z,NAFRev2,N
