300837432,00024,30083743200024,O,1900-01-01,NN,,,2019-11-14T14:00:46,true,5,,47,,RUE,MARECHAL LECLERC,58200,COSNE-COURS-SUR-LOIRE,,,58086,,,,,,,,,,,,,,,,,,,2006-06-30,F,HOTEL DU POINT DU JOUR,,,,55.1A,NAFRev1,O
300837457,00047,30083745700047,O,1989-01-01,NN,,,2008-01-04T19:12:08,true,3,,6,,RUE,MAUBLANC,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,86.90B,NAFRev2,N
300837481,00013,30083748100013,O,,NN,,,,true,1,,3,,RUE,DE LA BASILIQUE,58000,NEVERS,,,58194,,,,,,,,,,,,,,,,,,,1994-07-30,F,,,,,78.02,NAP,N
300837499,00031,30083749900031,O,,NN,,,,true,1,,17,,RUE,DES ARDILLIERS,58000,NEVERS,,,58194,,,,,,,,,,,,,,,,,,,1995-09-30,F,,,,,52.4C,NAF1993,N
300837531,00015,30083753100015,O,,,,,,true,1,,,,RUE,JULES GUESDE,59510,HEM,,,59299,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.30,NAP,N
300837556,00012,30083755600012,O,,,,,2019-02-20T11:42:47,true,1,,,,RES,CITEAUX PARC ST MAUR,59800,LILLE,,,59350,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,84.10,NAP,N
300837598,00014,30083759800014,O,,,,,2019-02-20T11:42:47,true,1,,2,,RUE,JEANNE GODART,59000,LILLE,,,59350,,,,,,,,,,,,,,,,,,,1995-12-01,F,,,,,60.2E,NAF1993,N
300837606,00015,30083760600015,O,,,,,,true,1,,,,RUE,NEUVE,58160,IMPHY,,,58134,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,84.11,NAP,N
300837614,00027,30083761400027,O,,NN,,,,true,1,,32,,RUE,AUGUSTE DELECOURT,59130,LAMBERSART,,,59328,,,,,,,,,,,,,,,,,,,,F,,,,,00.10,NAP,N
300837663,00024,30083766300024,O,1900-01-01,NN,,,2008-03-18T05:10:32,true,4,,2,,RUE,JOSEPH LEPRINCE,60200,COMPIEGNE,,,60159,,,,,,,,,,,,,,,,,,,2008-03-31,F,,,,,69.10Z,NAFRev2,N
300837671,00019,30083767100019,O,,NN,,,2019-11-14T14:00:48,true,1,,,,RTE,DE SENLIS,60330,LE PLESSIS-BELLEVILLE,,,60500,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N
300837697,00022,30083769700022,O,,,,,,true,1,,12,,RUE,DU DOBROPOL,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1997-12-30,F,,,,,85.1C,NAF1993,N
300837705,00023,30083770500023,O,1900-01-01,NN,,,2013-02-08T11:44:09,true,4,,14,,RUE,CAMILLE DESMOULINS,59124,ESCAUDAIN,,,59205,,,,,,,,,,,,,,,,,,,2011-07-01,F,,,,,86.21Z,NAFRev2,N
300837754,00021,30083775400021,O,,,,,,true,1,,251,B,RUE,DU CONGO,59200,TOURCOING,,,59599,,,,,,,,,,,,,,,,,,,1992-12-31,F,,,,,50.2Z,NAF1993,N
300837762,00016,30083776200016,O,,NN,,,2019-11-14T14:00:49,true,1,,39,,RUE,PIERRE BERTRAND,62200,BOULOGNE-SUR-MER,,,62160,,,,,,,,,,,,,,,,,,,1991-08-31,F,,,,,38.40,NAP,N
300837796,00022,30083779600022,O,1988-04-23,NN,,,2010-04-18T03:20:52,true,5,,70,,AV,DES PYRENEES,62217,BEAURAINS,,,62099,,,,,,,,,,,,,,,,,,,2008-10-01,F,,,,,86.23Z,NAFRev2,O
300837804,00016,30083780400016,O,1964-01-01,NN,,,2019-11-14T14:00:49,true,4,,21,,RUE,EMILE DELOMBRE,62690,AUBIGNY-EN-ARTOIS,,,62045,,,,,,,,,,,,,,,,,,,2004-11-30,F,,,,,93.0D,NAFRev1,O
300837846,00041,30083784600041,O,1987-08-01,NN,,,,true,1,,,,,BRULON,61320,ROUPERROUX,,,61357,,,,,,,,,,,,,,,,,,,2002-03-31,F,,,,,45.2V,NAF1993,N
300837861,00016,30083786100016,O,,,,,,true,1,,,,,CHAUSSEE BRUNCHAUT,59530,JOLIMETZ,,,59325,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N
300837879,00018,30083787900018,O,1900-01-01,NN,,,,false,4,,10,,RUE,BLERIOT,60100,CREIL,,,60175,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,67.2Z,NAF1993,N
300837879,00026,30083787900026,O,1994-08-01,NN,,,,false,4,,1,,RUE,DES PEUPLIERS,60870,RIEUX,,,60539,,,,,,,,,,,,,,,,,,,2000-10-01,F,,,,,67.2Z,NAF1993,N
300837879,00034,30083787900034,O,2000-10-01,NN,,,2019-11-14T14:00:48,true,3,,7,,RUE,DU DR SCHWEITZER,60180,NOGENT-SUR-OISE,,,60463,,,,,,,,,,,,,,,,,,,2002-02-27,F,,,,,67.2Z,NAF1993,N
300837895,00030,30083789500030,O,1996-03-08,NN,,,2021-02-23T10:35:47,true,3,APT4,2,,RUE,FRANKLIN,59115,LEERS,,,59339,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.99A,NAFRev2,N
300837945,00017,30083794500017,O,,,,,2019-11-14T14:00:50,true,1,,,,RUE,DE TERRE NEUVE,62700,BRUAY-LA-BUISSIERE,,,62178,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,84.12,NAP,N
300837952,00039,30083795200039,O,,,,,2019-11-14T14:00:50,true,1,,,,RUE,PIERRE BAILLOT,62160,BULLY-LES-MINES,,,62186,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,84.12,NAP,N
300837986,00011,30083798600011,O,1900-01-01,NN,,,2008-01-25T08:57:57,true,4,,26,,RUE,CAPRON,59300,VALENCIENNES,,,59606,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,69.10Z,NAFRev2,N
300838018,00012,30083801800012,O,,,,,,true,1,,12,,RUE,DE COMPIEGNE,60350,JAULZY,,,60324,,,,,,,,,,,,,,,,,,,1987-06-01,F,,,,,81.21,NAP,N
300838026,00015,30083802600015,O,,,,,,true,1,,,,RUE,DU BRUN PAIN,59200,TOURCOING,,,59599,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.05,NAP,N
300838034,00019,30083803400019,O,,,,,,true,1,,236,,RUE,DES PIATS,59200,TOURCOING,,,59599,,,,,,,,,,,,,,,,,,,1987-04-01,F,,,,,64.42,NAP,N
300838059,00016,30083805900016,O,,,,,,true,1,,,,RUE,ALEXANDRE DUMAS,60200,COMPIEGNE,,,60159,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
300838075,00020,30083807500020,O,1988-11-01,NN,,,2014-07-08T00:10:57,true,6,,61,,RUE,DHENNIN,59551,ATTICHES,,,59022,,,,,,,,,,,,,,,,,,,2012-09-30,F,,,,,43.12A,NAFRev2,O
300838083,00016,30083808300016,O,1900-01-01,,,,2019-02-20T11:42:47,false,4,,54,,RUE,DU FAUBOURG DES POSTES,59000,LILLE,,,59350,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,52.3A,NAF1993,N
300838083,00032,30083808300032,O,1989-08-10,NN,,,2019-11-14T14:01:02,true,4,AGAY,,,PL,DES PECHEURS CAP ESTEREL,83700,SAINT-RAPHAEL,,,83118,,,,,,,,,,,,,,,,,,,2010-12-20,F,,,,,68.20A,NAFRev2,N
300838109,00027,30083810900027,O,,NN,,,2019-02-20T11:42:47,true,1,,5,,RUE,DES FOSSES,59800,LILLE,,,59350,,,,,,,,,,,,,,,,,,,1991-12-22,F,,,,,67.09,NAP,N
300838117,00012,30083811700012,O,1975-01-01,NN,,,,true,1,,485,,RUE,LEON BLUM,59460,JEUMONT,,,59324,,,,,,,,,,,,,,,,,,,2001-06-30,F,,,,,93.0D,NAF1993,O
300838133,00027,30083813300027,O,,NN,,,,true,1,,32,,RUE,AUGUSTE DELECOURT,59130,LAMBERSART,,,59328,,,,,,,,,,,,,,,,,,,1988-05-30,F,,,,,55.73,NAP,N
300838141,00012,30083814100012,O,,NN,,,,true,1,,7,,RUE,DES PATRIOTES,59115,LEERS,,,59339,,,,,,,,,,,,,,,,,,,,F,,,,,47.04,NAP,N
300838158,00040,30083815800040,O,1990-09-03,NN,,,2009-06-27T03:35:02,true,4,,800,,RUE,CARNOT,62153,SOUCHEZ,,,62801,,,,,,,,,,,,,,,,,,,2007-06-30,F,,,,,50.1Z,NAFRev1,O
300838182,00016,30083818200016,O,,NN,,,,true,1,,10,,RUE,DU GENERAL LECLERC,62310,FRUGES,,,62364,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
300838190,00019,30083819000019,O,,,,,,true,1,,38,,AV,DES ALPES,62217,BEAURAINS,,,62099,,,,,,,,,,,,,,,,,,,1990-04-06,F,,,,,55.31,NAP,N
300838232,00027,30083823200027,O,1900-01-01,NN,,,2006-12-15T00:14:59,false,4,,42,,RUE,ALBERT 1ER,59140,DUNKERQUE,,,59183,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,52.2G,NAF1993,O
300838232,00050,30083823200050,O,1990-07-01,NN,,,2009-06-27T03:35:02,false,5,,13,,PL,DE LA NORVEGE,85350,L'ILE-D'YEU,,,85113,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,47.24Z,NAFRev2,N
300838232,00068,30083823200068,O,2009-06-15,NN,,,2012-11-09T00:11:20,true,3,,9,,PL,DE LA NORVEGE,85350,L'ILE-D'YEU,,,85113,,,,,,,,,,,,,,,,,,,2010-09-23,F,,,,,47.24Z,NAFRev2,O
300838281,00016,30083828100016,O,1964-01-01,NN,,,2014-07-08T00:10:57,true,5,,24,,RUE,ANDRE FREVILLE,62140,HESDIN,,,62447,,,,,,,,,,,,,,,,,,,2010-03-31,F,,,,,47.78C,NAFRev2,N
300838299,00018,30083829900018,O,,NN,,,,true,1,,36,,RUE,CLEMENCEAU,59273,FRETIN,,,59256,,,,,,,,,,,,,,,,,,,1993-03-31,F,,,,,52.7C,NAF1993,N
300838307,00027,30083830700027,O,,,,,,true,1,,,,,POSTE RESTANTE,59242,TEMPLEUVE-EN-PEVELE,,,59586,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,86.06,NAP,N
300838323,00016,30083832300016,O,1974-01-01,NN,,,2008-11-07T00:16:58,true,4,,12,,RUE,EMILE ZOLA,62330,ISBERGUES,,,62473,,,,,,,,,,,,,,,,,,,2003-12-31,F,,,,,52.4L,NAFRev1,N
300838331,00019,30083833100019,O,,,,,,true,1,,,,RUE,DES PIATS,59200,TOURCOING,,,59599,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,78.02,NAP,N
300838364,00028,30083836400028,O,,,,,,true,1,,,,,CROIX SAINT GEORGES,63500,ISSOIRE,,,63178,,,,,,,,,,,,,,,,,,,1987-12-23,F,,,,,55.60,NAP,N
300838372,00039,30083837200039,O,1986-11-21,NN,,,,true,1,,162,,RUE,DE GAND,59200,TOURCOING,,,59599,,,,,,,,,,,,,,,,,,,2002-05-18,F,,,,,85.1C,NAF1993,N
300838398,00026,30083839800026,O,1900-01-01,,,,,false,4,,31,,RUE,DE SOUBISE,59140,DUNKERQUE,,,59183,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,85.1C,NAF1993,N
300838398,00034,30083839800034,O,1993-02-28,NN,,,2016-09-08T11:14:50,true,4,,48,,RUE,DE SOUBISE,59140,DUNKERQUE,,,59183,,,,,,,,,,,,,,,,,,,2016-12-31,F,,,,,86.22C,NAFRev2,N
300838406,00019,30083840600019,O,,,,,,true,1,,,,RUE,DE ROUBAIX,59200,TOURCOING,,,59599,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.07,NAP,N
300838414,00013,30083841400013,O,,,,,,true,1,,,,,,63360,LUSSAT,,,63200,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
300838422,00016,30083842200016,O,,NN,,,,true,1,,,,LD,LES CERISIERS,63560,MENAT,,,63223,,,,,,,,,,,,,,,,,,,1988-08-04,F,,,,,67.06,NAP,N
300838455,00024,30083845500024,O,,NN,,,,true,1,,,,,VOIE ROMAINE,63670,ORCET,,,63262,,,,,,,,,,,,,,,,,,,1992-12-31,F,,,,,36.1G,NAF1993,N
300838489,00049,30083848900049,O,1900-01-01,NN,,,2019-11-14T14:00:51,false,3,,18,,AV,DE LYON,63430,PONT-DU-CHATEAU,,,63284,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,55.60,NAP,N
300838489,00056,30083848900056,O,2006-07-12,,,4334ZC,2019-11-14T14:00:51,false,5,BT E APP 34,10,,RUE,DE GOMEL,63100,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,2017-04-05,F,,,,,43.34Z,NAFRev2,N
300838489,00064,30083848900064,O,2017-04-05,,,4334ZC,2021-02-23T10:35:47,true,1,,7,,AV,DE LA GARE,63400,CHAMALIERES,,,63075,,,,,,,,,,,,,,,,,,,2017-04-05,A,,,,,43.34Z,NAFRev2,N
300838497,00018,30083849700018,O,,,,,,true,1,,8,,RUE,D AMIENS,60000,BEAUVAIS,,,60057,,,,,,,,,,,,,,,,,,,1993-09-30,F,,,,,85.1C,NAF1993,N
300838513,00012,30083851300012,O,,NN,,,,true,1,,23,,RUE,DE PARIS,61800,TINCHEBRAY-BOCAGE,,,61486,,,,,,,,,,,,,,,,,,,,F,,,,,87.05,NAP,N
300838547,00036,30083854700036,O,1990-01-01,NN,,,,true,1,,3,,RUE,MAL FOCH,63540,ROMAGNAT,,,63307,,,,,,,,,,,,,,,,,,,1998-04-04,F,,,,,52.4R,NAF1993,N
300838620,00015,30083862000015,O,,NN,,,2019-11-14T14:00:51,true,1,,,,PL,DU DOCTEUR DARTEYRE,63450,SAINT-AMANT-TALLENDE,,,63315,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,64.24,NAP,N
300838638,00041,30083863800041,O,1900-01-01,NN,,,2019-02-20T11:42:47,false,4,,67,,RUE,BASSE,59800,LILLE,,,59350,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,45.23,NAP,N
300838638,00058,30083863800058,O,2014-12-01,,,,2018-01-24T03:40:37,true,2,,68,,BD,CLEMENCEAU,59510,HEM,,,59299,,,,,,,,,,,,,,,,,,,2017-12-31,F,,,,,70.22Z,NAFRev2,N
300838653,00016,30083865300016,O,,NN,,,2019-11-14T14:00:51,true,1,,25,,RUE,SAINT GENES,63000,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
300838661,00027,30083866100027,O,1994-01-01,NN,,,2006-11-25T09:12:16,true,4,SARL PYRENEES TRANSPORT,,,,ZONE ARTISANALE,64400,ORIN,,,64426,,,,,,,,,,,,,,,,,,,2003-09-15,F,,,,,74.1J,NAFRev1,N
300838679,00029,30083867900029,O,1900-01-01,NN,,,2019-11-14T14:00:51,true,3,,20,,RUE,MONTAIGNE,63100,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,2004-12-31,F,,,,,45.4J,NAFRev1,N
300838711,00012,30083871100012,O,,NN,,,,true,1,,,,RTE,D ORTHEZ,64190,NAVARRENX,,,64416,,,,,,,,,,,,,,,,,,,1990-10-12,F,,,,,65.02,NAP,N
300838745,00036,30083874500036,O,,NN,,,,true,1,,,,,,63500,PERRIER,,,63275,,,,,,,,,,,,,,,,,,,1996-01-31,F,,,,,74.2C,NAF1993,N
300838752,00016,30083875200016,O,1974-01-01,NN,,,2019-11-14T14:00:52,true,1,,5,,RUE,DE LA CATHEDRALE,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1999-09-30,F,,,,,52.4U,NAF1993,N
300838760,00035,30083876000035,O,,NN,,,2019-11-14T14:00:51,true,1,,17,,RUE,DU PORT,63000,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,1988-11-23,F,,,,,81.21,NAP,N
300838802,00043,30083880200043,O,,,,,,true,1,,,,RUE,BEVERLY,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,86.06,NAP,N
300838844,00011,30083884400011,O,1900-01-01,NN,,,,false,4,,28,,RUE,BOURG VIEUX,64300,ORTHEZ,,,64430,,,,,,,,,,,,,,,,,,,2001-12-25,F,,,,,85.1C,NAF1993,N
300838844,00029,30083884400029,O,2001-01-01,NN,,,2010-04-18T03:20:52,false,4,,18,,AV,DU GENERAL DE GAULLE,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,2008-09-01,F,,,,,86.22C,NAFRev2,O
300838844,00037,30083884400037,O,2008-09-01,NN,,,2021-02-23T10:35:47,true,2,,7,,RUE,PIERRE LASSERRE,64300,ORTHEZ,,,64430,,,,,,,,,,,,,,,,,,,2010-01-24,A,,,,,86.22C,NAFRev2,O
300838869,00018,30083886900018,O,,,,,,true,1,,,,,ROUILLAS-BAS,63970,AYDAT,,,63026,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.01,NAP,N
300838877,00011,30083887700011,O,,,,,,true,1,,,,PL,GEORGES CLEMENCEAU,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.43,NAP,N
300838901,00027,30083890100027,O,1992-07-01,NN,,,2009-04-14T10:49:53,true,4,,35,,RUE,EMILE GARET,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,2000-10-04,F,,,,,33.1B,NAF1993,O
300838901,00035,30083890100035,O,1986-10-01,NN,,,,false,3,,9,B,RUE,RENE BYE,65000,TARBES,,,65440,,,,,,,,,,,,,,,,,,,1992-06-05,F,,,,,33.1B,NAF1993,N
300838901,00050,30083890100050,O,1992-01-01,NN,,,2008-11-07T00:16:58,false,4,RES D'ESPAGNE,2,,RUE,CARREROT,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,1998-05-25,F,,,,,33.1B,NAF1993,O
300838968,00018,30083896800018,O,1900-01-01,,,,,true,4,,9,,RUE,NOGUE,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,52.4Z,NAF1993,N
300838968,00026,30083896800026,O,1900-01-01,NN,,,,false,4,,11,,RUE,DUBOUE,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.2C,NAF1993,N
300838984,00049,30083898400049,O,1998-09-01,,,,2006-11-25T09:12:16,true,1,,111,,BD,CHARLES DE GAULLE,64140,LONS,,,64348,,,,,,,,,,,,,,,,,,,1999-09-30,F,,,,,74.1J,NAF1993,N
300839032,00012,30083903200012,O,,,,,,true,1,,,,RUE,DE MEON,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
300839040,00023,30083904000023,O,1984-05-29,NN,,,,true,1,,20,,,PALAIS DES PYRENEES BLOC A,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,1998-04-30,F,,,,,15.8K,NAF1993,O
300839057,00050,30083905700050,O,1998-02-13,NN,,,2006-11-25T09:12:16,true,1,,,,RTE,DE POMAREZ,40180,CLERMONT,,,40084,,,,,,,,,,,,,,,,,,,1998-10-10,F,,,,,45.4F,NAF1993,N
300839065,00020,30083906500020,O,1900-01-01,NN,,,2015-01-22T05:01:16,false,4,,,,PL,DU FOIRAIL,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,2014-12-31,F,,,,,47.79Z,NAFRev2,N
300839065,00038,30083906500038,O,1986-04-08,NN,,,2019-04-15T09:02:06,false,8,,38,,AV,EDOUARD VII,64000,PAU,,,64445,,,,,,,,RUE,DE BATSALLE,64000,PAU,,,64445,,,,,2019-02-01,F,,,,SALLE DE VENTE DE PAU,47.79Z,NAFRev2,N
300839065,00046,30083906500046,O,2000-01-03,,,,2015-05-14T03:56:42,false,4,,14,,RUE,CASTETNAU,64000,PAU,,,64445,,,,,,,,RUE,DE BATSALLE,64000,PAU,,,64445,,,,,2013-10-07,F,,,,,47.79Z,NAFRev2,O
300839065,00053,30083906500053,O,2019-02-01,,,,2021-02-23T10:35:47,true,1,,20,,BD,DES PYRENEES,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,2019-02-01,A,,,,,47.79Z,NAFRev2,N
300839073,00024,30083907300024,O,,NN,,,,true,1,,,,CHE,DE JOLY,64110,JURANCON,,,64284,,,,,,,,,,,,,,,,,,,,F,,,,,86.06,NAP,N
300839081,00019,30083908100019,O,,,,,,true,1,,,,RUE,DE PORTET,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,28.16,NAP,N
300839099,00037,30083909900037,O,1988-05-17,NN,,,2013-12-09T08:55:06,false,4,,,,PL,DU SOLEIL D OR,40120,ROQUEFORT,,,40245,,,,,,,,,,,,,,,,,,,2002-09-09,F,,,,,36.2C,NAF1993,N
300839099,00045,30083909900045,O,2014-01-02,,,,2020-09-04T03:40:50,true,2,,27,,RTE,DE LALONQUETTE,64450,THEZE,,,64536,,,,,,,,,,,,,,,,,,,2020-08-30,F,,,,,55.20Z,NAFRev2,N
300839115,00015,30083911500015,O,,NN,,,,true,1,,,,CHE,SALIE,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,54.08,NAP,N
300839131,00012,30083913100012,O,,,,,2019-11-21T10:43:30,true,1,,,,RUE,NATIONALE,62290,NOEUX-LES-MINES,,,62617,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N
300839149,00014,30083914900014,O,,NN,,,,true,1,,56,,RUE,DE BURBURE,62190,LILLERS,,,62516,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,67.04,NAP,N
300839164,00013,30083916400013,O,1974-01-01,NN,,,2012-03-22T10:23:07,false,4,,,,,,66600,PEYRESTORTES,,,66138,,,,,,,,,,,,,,,,,,,1999-04-01,F,,,,,52.2L,NAF1993,N
300839164,00021,30083916400021,O,2000-04-01,NN,,,2012-10-04T08:58:55,false,4,,5,,RUE,DE LA POSTE,66600,PEYRESTORTES,,,66138,,,,,,,,,,,,,,,,,,,2012-09-01,F,,,,,01.21Z,NAFRev2,N
300839164,00039,30083916400039,O,2012-09-01,,,,2021-02-23T10:35:47,true,1,,47,,RUE,DU CHATEAU D EAU,66600,PEYRESTORTES,,,66138,,,,,,,,,,,,,,,,,,,2012-09-01,A,,,,,01.21Z,NAFRev2,N
300839172,00024,30083917200024,O,2002-01-01,NN,,,2012-03-22T10:23:07,false,3,ZONE ARTISANALE,16,,RUE,DE L'EUROPE,66600,PEYRESTORTES,,,66138,,,,,,,,,,,,,,,,,,,2004-03-31,F,,,,,45.2V,NAFRev1,N
300839172,00032,30083917200032,O,2011-12-01,,,,2021-02-23T10:35:47,true,1,,26,,RUE,DU CHATEAU D'EAU,66600,PEYRESTORTES,,,66138,,,,,,,,,,,,,,,,,,,2011-12-01,A,,,,,01.21Z,NAFRev2,N
300839198,00011,30083919800011,O,,,,,,true,1,,,,AV,DU GAL DE GAULLE,66500,PRADES,,,66149,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,84.11,NAP,N
300839206,00038,30083920600038,O,1985-06-01,NN,,,2008-11-07T00:16:58,false,3,,5,,RUE,DES FABRIQUES,66500,PRADES,,,66149,,,,,,,,,,,,,,,,,,,1992-09-01,F,,,,,45.4J,NAF1993,N
300839206,00046,30083920600046,O,1992-09-01,NN,,,2008-11-07T00:16:58,false,5,,10,,RTE,DE GLORIANE,66320,RIGARDA,,,66162,,,,,,,,,,,,,,,,,,,2005-01-01,F,,,,,45.4J,NAFRev1,N
300839206,00053,30083920600053,O,2005-01-01,,,,2014-07-08T00:10:57,true,3,,6,,PL,BERNARD ALART,66320,VINCA,,,66230,,,,,,,,,,,,,,,,,,,2008-12-31,F,,,,,43.34Z,NAFRev2,N
300839263,00021,30083926300021,O,,NN,,,2019-11-14T14:00:53,true,1,,,,RUE,BEAUSEJOUR,66570,SAINT-NAZAIRE,,,66186,,,,,,,,,,,,,,,,,,,1988-12-25,F,,,,,49.05,NAP,N
300839305,00012,30083930500012,O,,,,,2019-11-14T14:00:53,true,1,,,,PL,DES EVADES DE FRANCE,66750,SAINT-CYPRIEN,,,66171,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
300839313,00016,30083931300016,O,,,,,2019-11-14T14:00:50,true,1,,,,RUE,JEAN BAPTISTE ROUSSEL,62750,LOOS-EN-GOHELLE,,,62528,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.43,NAP,N
300839321,00027,30083932100027,O,1900-01-01,NN,,,2019-11-14T14:00:51,false,4,,2,,RUE,DRELON,63000,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,74.4B,NAF1993,N
300839321,00035,30083932100035,O,1993-09-08,NN,,,,false,4,,42,,RUE,HENRI BARBUSSE,75005,PARIS 5,,,75105,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,74.4B,NAF1993,N
300839321,00043,30083932100043,O,1997-01-01,NN,,,2008-05-20T01:17:10,true,4,,151,,RUE,DE RENNES,75006,PARIS 6,,,75106,,,,,,,,,,,,,,,,,,,2008-01-10,F,,,,,73.11Z,NAFRev2,N
300839362,00013,30083936200013,O,,,,,,true,1,,,,RTE,DE BEHOBIE,64700,HENDAYE,,,64260,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
