251601019,00028,25160101900028,O,1999-06-29,NN,,,2016-10-11T08:17:48,false,4,MAIRIE,,,,,16110,LA ROCHETTE,,,16282,,,,,,,,,,,,,,,,,,,2017-01-01,F,SAEP SAINT AUBIN STATION TURBIDITE,,,,36.00Z,NAFRev2,N
251601027,00013,25160102700013,O,1983-03-01,NN,,,2014-06-13T23:42:22,true,5,MAIRIE,6,,PL,SAINT JEAN BAPTISTE,16320,RONSENAC,,,16283,,,,,,,,,,,,,,,,,,,2013-01-01,F,,,,,36.00Z,NAFRev2,O
251601035,00016,25160103500016,O,1983-03-01,NN,,,2008-04-26T08:27:22,false,5,MAIRIE,7,,RUE,DE JARNAC,16170,ROUILLAC,,,16286,,,,,,,,,,,,,,,,,,,2006-06-27,F,,,,,40.1E,NAFRev1,O
251601035,00024,25160103500024,O,2006-06-27,NN,,,2011-04-23T04:19:13,true,4,,21,B,RUE,DE JARNAC,16170,ROUILLAC,,,16286,,,,,,,,,,,,,,,,,,,2010-01-19,F,,,,,35.13Z,NAFRev2,O
251601043,00010,25160104300010,O,1983-03-01,NN,,,2008-09-23T13:32:25,true,4,,,,,------,16170,ROUILLAC,,,16286,,,,,,,,,,,,,,,,,,,1996-01-01,F,,,,,75.1C,NAF1993,N
251601050,00015,25160105000015,O,1983-03-01,01,2019,,2021-10-27T08:11:59,true,4,MAIRIE,16,,PL,THIERS,16170,ROUILLAC,,,16286,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,84.12Z,NAFRev2,O
251601068,00017,25160106800017,O,1983-03-01,NN,,,2019-11-14T14:00:20,true,4,MAIRIE,,,,LE BOURG,16440,ROULLET-SAINT-ESTEPHE,,,16287,,,,,,,,,,,,,,,,,,,2018-01-01,F,,,,,36.00Z,NAFRev2,N
251601076,00010,25160107600010,O,1983-03-01,NN,,,2019-11-14T14:00:20,true,4,,56,,AV,DU PRESIDENT WILSON,16600,RUELLE-SUR-TOUVRE,,BP 32,16291,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,41.0Z,NAF1993,O
251601084,00014,25160108400014,O,1983-03-01,NN,,,2019-11-14T14:00:20,false,3,MAIRIE,,,PL,DE L'HOTEL DE VILLE,16600,MAGNAC-SUR-TOUVRE,,,16199,,,,,,,,,,,,,,,,,,,2002-01-09,F,,,,,75.1C,NAF1993,N
251601084,00022,25160108400022,O,2002-01-09,NN,,,2019-11-14T14:00:20,true,4,,89,,RUE,PASTEUR,16160,GOND-PONTOUVRE,,,16154,,,,,,,,,,,,,,,,,,,2016-12-14,F,,,,,84.13Z,NAFRev2,O
251601092,00017,25160109200017,O,1983-03-01,NN,,,2019-11-14T14:00:20,false,4,,,,PL,DU CHAMP DE MARS,16600,RUELLE-SUR-TOUVRE,,,16291,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,55.5A,NAF1993,O
251601092,00025,25160109200025,O,2000-07-15,12,2019,,2021-10-27T08:11:59,true,3,,14,,RUE,FRANTZ SCHUBERT,16600,RUELLE-SUR-TOUVRE,,,16291,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,56.29B,NAFRev2,O
251601100,00018,25160110000018,O,1983-03-01,NN,,,2018-09-29T12:07:37,true,5,MAIRIE,,,PL,D ARMES,16700,RUFFEC,,,16292,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,36.00Z,NAFRev2,O
251601118,00010,25160111800010,O,1983-03-01,NN,,,2016-04-26T01:30:28,true,5,MAIRIE,,,PL,DE L'HOTEL DE VILLE,16230,MANSLE,,,16206,,,,,,,,,,,,,,,,,,,2015-01-01,F,,,,,84.13Z,NAFRev2,O
251601126,00013,25160112600013,O,,NN,,,2019-11-14T14:00:20,true,1,,,,,------,16310,SAINT-ADJUTORY,,,16293,,,,,,,,,,,,,,,,,,,1995-05-29,F,,,,,75.1C,NAF1993,N
251601134,00017,25160113400017,O,1983-03-01,01,2019,,2021-10-27T08:11:59,true,4,MAIRIE,,,RUE,DU CENTRE,16330,SAINT-AMANT-DE-BOIXE,,,16295,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,84.12Z,NAFRev2,O
251601142,00010,25160114200010,O,1983-03-01,NN,,,2020-12-03T03:42:48,true,3,MAIRIE,,,RUE,DU CENTRE,16330,SAINT-AMANT-DE-BOIXE,,,16295,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,84.13Z,NAFRev2,N
251601159,00014,25160115900014,O,1983-03-01,NN,,,2019-11-14T14:00:20,true,5,,,,RUE,DU COMMANDANT LAPLANTE,16450,SAINT-CLAUD,,,16308,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,36.00Z,NAFRev2,O
251601167,00017,25160116700017,O,,NN,,,2019-11-14T14:00:20,true,1,,,,,------,16450,SAINT-CLAUD,,,16308,,,,,,,,,,,,,,,,,,,1997-12-30,F,,,,,75.2J,NAF1993,N
251601175,00010,25160117500010,O,1983-03-01,NN,,,2019-11-14T14:00:20,false,4,,,,,------,16140,SAINT-FRAIGNE,,,16317,,,,,,,,,,,,,,,,,,,2016-04-26,F,,,,,36.00Z,NAFRev2,N
251601175,00028,25160117500028,O,2016-04-26,NN,,,2019-11-14T14:00:20,true,2,,,,,MAIRIE,16140,SAINT-FRAIGNE,,,16317,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,36.00Z,NAFRev2,O
251601183,00014,25160118300014,O,1983-03-01,NN,,,2018-09-29T12:07:37,true,5,MAIRIE,,,RTE,MEULIERES,16570,SAINT GENIS D'HIERSAC,,,16320,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,36.00Z,NAFRev2,N
251601191,00017,25160119100017,O,1983-03-01,NN,,,2017-05-04T01:35:24,true,5,MAIRIE,,,RTE,MEULIERES,16570,SAINT GENIS D'HIERSAC,,,16320,,,,,,,,,,,,,,,,,,,2016-12-14,F,,,,,84.12Z,NAFRev2,O
251601209,00017,25160120900017,O,1983-03-01,NN,,,2017-06-06T16:01:01,true,4,MAIRIE,,,,LE BOURG,16380,MARTHON,,,16211,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,36.00Z,NAFRev2,N
251601217,00010,25160121700010,O,1983-03-01,NN,,,2018-09-29T12:07:37,true,5,MAIRIE,29,,AV,D'AQUITAINE,16190,MONTMOREAU,,BP90010,16230,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,36.00Z,NAFRev2,O
251601225,00013,25160122500013,O,1983-03-01,NN,,,2017-01-03T12:42:03,false,4,,,,,,16190,MONTMOREAU,,,16230,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,75.1C,NAF1993,N
251601225,00021,25160122500021,O,1999-11-19,,,,2019-11-14T14:00:21,true,4,MAIRIE,,,,LE BOURG,16190,SAINT-MARTIAL,,,16334,,,,,,,,,,,,,,,,,,,2015-07-31,F,,,,,84.12Z,NAFRev2,N
251601233,00017,25160123300017,O,,,,,2019-01-23T17:00:11,true,1,,,,,,16170,VAL-D'AUGE,,,16339,,,,,,,,,,,,,,,,,,,1993-12-31,F,,,,,92.6A,NAF1993,N
251601241,00010,25160124100010,O,,NN,,,2019-11-14T14:00:21,true,1,,,,RUE,JOSEPH CHAUMETTE,16470,SAINT-MICHEL,,,16341,,,,,,,,,,,,,,,,,,,1988-12-25,F,,,,,90.11,NAP,N
251601258,00014,25160125800014,O,1983-03-01,NN,,,2019-01-29T17:41:31,true,5,,,,,,16110,LA ROCHEFOUCAULD-EN-ANGOUMOIS,,,16281,,,,,,,,,,,,,,,,,,,2009-01-31,F,,,,,35.12Z,NAFRev2,N
251601266,00017,25160126600017,O,1983-03-01,02,2018,,2020-08-25T10:20:15,true,6,MAIRIE,,,,LE BOURG,16200,SAINTE-SEVERE,,,16349,,,,,,,,,,,,,,,,,,,2019-10-18,F,,,,,84.11Z,NAFRev2,O
251601274,00011,25160127400011,O,,,,,2019-11-14T14:00:21,true,1,,,,,------,16220,SAINT-SORNIN,,,16353,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,90.13,NAP,N
251601282,00014,25160128200014,O,,,,,2019-11-14T14:00:21,true,1,,19,,AV,DE L UNION,16710,SAINT-YRIEIX-SUR-CHARENTE,,,16358,,,,,,,,,,,,,,,,,,,,F,,,,,90.13,NAP,N
251601290,00025,25160129000025,O,,,,,,true,1,,1,,PL,DE L'HOTEL DE VILLE,16000,ANGOULEME,,,16015,,,,,,,,,,,,,,,,,,,1993-03-23,F,,,,,75.1E,NAF1993,N
251601308,00017,25160130800017,O,1983-03-01,00,2018,,2020-08-25T10:20:15,true,5,MAIRIE,3,,PL,ANDRE HITIER,16130,SALLES D'ANGLES,,,16359,,,,,,,,,,,,,,,,,,,2018-10-01,F,,,,,36.00Z,NAFRev2,O
251601308,00025,25160130800025,O,2004-09-24,,,,2018-10-18T04:33:38,false,4,MAIRIE,3,,PL,ANDRE HITIER,16130,SALLES D'ANGLES,,,16359,,,,,,,,,,,,,,,,,,,2018-10-01,F,SERVICE ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
251601316,00010,25160131600010,O,1983-03-01,NN,,,2019-11-14T14:00:21,true,4,,,,,------,16190,SALLES-LAVALETTE,,,16362,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,36.00Z,NAFRev2,O
251601324,00014,25160132400014,O,1983-03-01,NN,,,2019-11-14T14:00:21,true,5,MAIRIE,,,,LE BOURG,16190,SALLES-LAVALETTE,,,16362,,,,,,,,,,,,,,,,,,,2015-07-31,F,,,,,84.12Z,NAFRev2,O
251601332,00017,25160133200017,O,1983-03-01,NN,,,2019-11-14T14:00:20,true,5,,,,,------,16130,GENSAC-LA-PALLUE,,,16150,,,,,,,,,,,,,,,,,,,2009-01-31,F,,,,,35.11Z,NAFRev2,N
251601340,00010,25160134000010,O,1983-03-01,NN,,,2018-09-29T12:07:37,true,5,MAIRIE,2,,PL,PIERRE FRAPIN,16130,SEGONZAC,,,16366,,,,,,,,,,,,,,,,,,,2016-12-31,F,,,,,84.12Z,NAFRev2,O
251601340,00028,25160134000028,O,1998-09-22,NN,,,2016-12-14T09:42:23,false,5,MAIRIE,2,,PL,PIERRE FRAPIN,16130,SEGONZAC,,,16366,,,,,,,,,,,,,,,,,,,2016-12-31,F,ASSAINISSEMENT COLLECTIF,,,,37.00Z,NAFRev2,N
251601340,00036,25160134000036,O,2000-12-25,NN,,,2016-12-14T09:42:23,false,4,MAIRIE,2,,PL,PIERRE FRAPIN,16130,SEGONZAC,,,16366,,,,,,,,,,,,,,,,,,,2016-12-31,F,SPANC,,,,84.12Z,NAFRev2,N
251601340,00044,25160134000044,O,1999-12-25,NN,,,2016-12-14T09:42:23,false,5,MAIRIE,2,,PL,FRAPIN,16130,SEGONZAC,,,16366,,,,,,,,,,,,,,,,,,,2016-12-31,F,SERVICE D'EAU POTABLE,,,,36.00Z,NAFRev2,O
251601357,00014,25160135700014,O,1983-03-01,NN,,,2008-09-23T13:38:57,true,4,,,,,------,16130,SEGONZAC,,,16366,,,,,,,,,,,,,,,,,,,2001-12-25,F,,,,,75.2J,NAF1993,N
251601365,00017,25160136500017,O,,NN,,,,true,1,,,,,------,16410,SERS,,,16368,,,,,,,,,,,,,,,,,,,1993-12-31,F,,,,,75.1C,NAF1993,N
251601373,00011,25160137300011,O,1983-03-01,NN,,,2019-11-14T14:00:21,true,5,MAIRIE,1,,PL,DE LA MAIRIE,16510,VERTEUIL-SUR-CHARENTE,,,16400,,,,,,,,,,,,,,,,,,,2009-02-28,F,,,,,35.12Z,NAFRev2,N
251601381,00014,25160138100014,O,1983-03-01,NN,,,2019-11-14T14:00:21,true,5,,,,,------,16320,VILLEBOIS-LAVALETTE,,,16408,,,,,,,,,,,,,,,,,,,2008-12-31,F,,,,,35.13Z,NAFRev2,N
251601399,00016,25160139900016,O,,NN,,,2019-11-14T14:00:21,true,1,,,,,------,16320,VILLEBOIS-LAVALETTE,,,16408,,,,,,,,,,,,,,,,,,,1988-12-25,F,,,,,90.13,NAP,N
251601407,00017,25160140700017,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,16320,VILLEBOIS-LAVALETTE,,,16408,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,90.11,NAP,N
251601415,00010,25160141500010,O,1983-03-01,NN,,,2009-01-23T13:47:41,true,5,,,,,------,16240,VILLEFAGNAN,,,16409,,,,,,,,,,,,,,,,,,,2009-01-31,F,,,,,35.11Z,NAFRev2,N
251601423,00014,25160142300014,O,1983-03-01,NN,,,2016-12-28T08:33:29,true,4,MAIRIE,,,,,16240,VILLEFAGNAN,,,16409,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,36.00Z,NAFRev2,N
251601431,00017,25160143100017,O,,,,,,true,1,,,,,------,16240,VILLEFAGNAN,,,16409,,,,,,,,,,,,,,,,,,,,F,,,,,90.13,NAP,N
251601449,00019,25160144900019,O,1983-03-01,NN,,,2006-10-26T23:43:20,true,3,MAIRIE,,,,,16330,VOUHARTE,,,16419,,,,,,,,,,,,,,,,,,,2006-01-01,F,,,,,41.0Z,NAFRev1,N
251601456,00014,25160145600014,O,1983-03-01,NN,,,2019-11-14T14:00:21,true,5,,,,,------,16110,YVRAC-ET-MALLEYRAND,,,16425,,,,,,,,,,,,,,,,,,,2010-01-01,F,,,,,35.13Z,NAFRev2,N
251601464,00018,25160146400018,O,1983-08-10,12,2019,,2021-10-27T08:11:59,false,4,,31,,BD,EMILE ROUX,16000,ANGOULEME,,,16015,,,,,,,,,,,,,,,,,,,2021-04-01,F,,,,,84.13Z,NAFRev2,O
251601464,00034,25160146400034,O,2021-04-01,,,,2021-03-29T09:44:32,true,1,BATIMENT CHARENTE EAUX,241,,RUE,DES MESNIERS,16710,SAINT-YRIEIX-SUR-CHARENTE,,,16358,,,,,,,,,,,,,,,,,,,2021-04-01,A,,,,,84.13Z,NAFRev2,O
251601472,00011,25160147200011,O,,NN,,,2019-11-14T14:00:20,true,1,,,,,,16370,CHERVES-RICHEMONT,,,16097,,,,,,,,,,,,,,,,,,,1993-09-30,F,,,,,75.1C,NAF1993,N
251601480,00014,25160148000014,O,1983-08-10,NN,,,2017-05-04T01:35:24,true,5,MAIRIE,,,PL,DE L HOTEL DE VILLE,16400,LA COURONNE,,,16113,,,,,,,,,,,,,,,,,,,2016-01-01,F,,,,,84.12Z,NAFRev2,O
251601498,00016,25160149800016,O,1983-08-10,03,2019,,2021-10-27T08:11:59,true,4,MAIRIE,,,,LE BOURG,16300,CRITEUIL-LA-MAGDELEINE,,,16116,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,84.12Z,NAFRev2,O
251601506,00016,25160150600016,O,,NN,,,,true,1,,,,,,16480,GUIZENGEARD,,,16161,,,,,,,,,,,,,,,,,,,1988-02-01,F,,,,,90.11,NAP,N
251601514,00010,25160151400010,O,1983-08-10,NN,,,2016-04-26T01:30:28,true,5,MAIRIE,,,,LE BOURG,16310,MASSIGNAC,,,16212,,,,,,,,,,,,,,,,,,,2015-01-01,F,,,,,49.39A,NAFRev2,N
251601522,00021,25160152200021,O,1987-02-24,NN,,,,true,1,,,,,,16190,SAINT LAURENT DE BELZAGOT,,,16328,,,,,,,,,,,,,,,,,,,2002-10-15,F,,,,,75.1C,NAF1993,N
251601530,00016,25160153000016,O,1983-08-10,NN,,,2008-09-23T13:42:35,true,4,MAIRIE,,,,,16360,REIGNAC,,,16276,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,75.1C,NAF1993,N
251601548,00018,25160154800018,O,1983-08-10,NN,,,2019-06-24T13:13:24,true,4,MAIRIE,,,,,16110,LA ROCHEFOUCAULD-EN-ANGOUMOIS,,,16281,,,,,,,,,,,,,,,,,,,2017-07-01,F,,,,,84.12Z,NAFRev2,O
251601555,00013,25160155500013,O,1983-08-10,NN,,,2019-11-14T14:00:20,true,4,MAIRIE,,,,,16460,SAINT-FRONT,,,16318,,,,,,,,,,,,,,,,,,,1999-05-18,F,,,,,75.1C,NAF1993,O
251601563,00017,25160156300017,O,1983-08-10,NN,,,2019-11-14T14:00:21,true,5,MAIRIE,,,RUE,PAVANCELLE,16390,SAINT-SEVERIN,,,16350,,,,,,,,,,,,,,,,,,,2009-01-01,F,,,,,84.12Z,NAFRev2,O
251601571,00010,25160157100010,O,1983-08-10,02,2019,,2021-10-27T08:11:59,true,4,MAIRIE,,,,,16410,SERS,,,16368,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,84.11Z,NAFRev2,O
251601589,00012,25160158900012,O,1983-11-07,NN,,,2014-06-13T23:42:22,false,4,MAIRIE,,,,,16140,AMBERAC,,,16008,,,,,,,,,,,,,,,,,,,2013-03-05,F,,,,,84.11Z,NAFRev2,O
251601589,00020,25160158900020,O,2013-03-05,03,2019,,2021-10-27T08:11:59,true,2,AGENCE POSTALE,,,,LE BOURG,16140,AMBERAC,,,16008,,,,,,,,,,,,,,,,,,,2021-08-31,F,,,,,84.11Z,NAFRev2,O
251601597,00015,25160159700015,O,1984-03-20,,,,2008-09-23T13:47:51,true,4,MAIRIE,,,,,16120,BELLEVIGNE,,,16204,,,,,,,,,,,,,,,,,,,1993-09-20,F,,,,,75.1C,NAF1993,N
251601605,00016,25160160500016,O,1984-03-20,NN,,,2018-02-01T08:32:11,true,4,MAIRIE,,,,,16140,CHARME,,,16083,,,,,,,,,,,,,,,,,,,2018-01-01,F,,,,,37.00Z,NAFRev2,N
251601613,00010,25160161300010,O,1984-03-20,NN,,,2019-01-11T15:06:09,true,4,,2,,AV,DE VERDUN,16110,LA ROCHEFOUCAULD-EN-ANGOUMOIS,,,16281,,,,,,,,,,,,,,,,,,,1998-01-01,F,,,,,75.2J,NAF1993,N
251601621,00013,25160162100013,O,,NN,,,,true,1,,,,,,16350,BENEST,,,16038,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,75.1C,NAF1993,O
251601639,00015,25160163900015,O,,NN,,,,true,1,,,,,,16220,ECURAS,,,16124,,,,,,,,,,,,,,,,,,,1989-02-01,F,,,,,90.11,NAP,N
251601647,00018,25160164700018,O,1984-04-09,NN,,,2019-06-24T13:13:24,true,5,MAIRIE,,,,,16380,MARTHON,,,16211,,,,,,,,,,,,,,,,,,,2017-07-01,F,,,,,36.00Z,NAFRev2,O
251601654,00014,25160165400014,O,1984-04-09,NN,,,2018-09-29T12:07:37,true,5,MAIRIE,1,,RUE,D'ANGOULEME,16220,MONTBRON,,,16223,,,,,,,,,,,,,,,,,,,2017-03-07,F,,,,,84.13Z,NAFRev2,O
251601662,00017,25160166200017,O,1984-04-09,NN,,,2019-11-14T14:00:20,true,5,MAIRIE,,,,,16390,AUBETERRE-SUR-DRONNE,,,16020,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,36.00Z,NAFRev2,O
251601670,00010,25160167000010,O,1984-04-09,02,2019,,2021-10-27T08:11:59,true,3,MAIRIE,1,,RUE,DU 19 MARS 1962,16140,ORADOUR,,,16248,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,84.12Z,NAFRev2,O
251601688,00012,25160168800012,O,1984-04-09,NN,,,2019-11-14T14:00:20,true,4,MAIRIE,,,,,16140,SAINT-FRAIGNE,,,16317,,,,,,,,,,,,,,,,,,,2000-10-27,F,,,,,75.1C,NAF1993,N
251601696,00015,25160169600015,O,1984-11-20,NN,,,,true,3,MAIRIE,,,,LE BOURG,16490,EPENEDE,,,16128,,,,,,,,,,,,,,,,,,,2003-12-08,F,,,,,75.1C,NAFRev1,N
251601696,00023,25160169600023,O,1995-01-01,NN,,,,false,3,MAIRIE,,,,,16490,EPENEDE,,,16128,,,,,,,,,,,,,,,,,,,2003-12-08,F,REGIE TRANSPORTS DU SIVOS,,,,60.2B,NAFRev1,N
251601704,00017,25160170400017,O,1985-03-05,NN,,,2018-01-11T08:35:31,true,5,,10,,RUE,DU PONT RAYMOND,16140,AIGRE,,,16005,,,,,,,,,,,,,,,,,,,2018-01-09,F,,,,,84.12Z,NAFRev2,O
251601712,00010,25160171200010,O,1985-03-05,NN,,,2019-11-14T14:00:20,true,4,,,,,MAIRIE,16500,ORADOUR-FANAIS,,,16249,,,,,,,,,,,,,,,,,,,2000-08-02,F,,,,,75.1A,NAF1993,N
251601720,00013,25160172000013,O,,NN,,,,true,1,,,,,MAIRIE,16170,ROUILLAC,,,16286,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,75.2J,NAF1993,O
251601738,00015,25160173800015,O,,NN,,,,true,1,,,,,MAIRIE,16190,SAINT-AMANT-DE-MONTMOREAU,,,16294,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,79.05,NAP,N
251601746,00018,25160174600018,O,1985-03-05,01,2019,,2021-10-27T08:11:59,true,4,MAIRIE,,,RUE,DE LA REPUBLIQUE,16120,MOSNAC-SAINT-SIMEUX,,,16233,,,,,,,,,,,,,,,,,,,2021-01-01,F,,,,,84.11Z,NAFRev2,N
251601746,00026,25160174600026,O,1990-12-31,01,2019,,2021-10-27T08:11:59,false,5,MAIRIE,,,RUE,DE LA REPUBLIQUE,16120,MOSNAC-SAINT-SIMEUX,,,16233,,,,,,,,,,,,,,,,,,,2021-01-01,F,REGIE DE TRANSPORTS,,,,49.39A,NAFRev2,O
251601753,00014,25160175300014,O,,NN,,,,true,1,,,,,MAIRIE,16250,VAL DES VIGNES,,,16175,,,,,,,,,,,,,,,,,,,1987-06-26,F,,,,,69.22,NAP,N
251601761,00025,25160176100025,O,1991-10-15,NN,,,2012-05-05T00:35:17,false,6,,76,,RUE,ABBE ROUSSELOT,16000,ANGOULEME,,,16015,,,,,,,,,,,,,,,,,,,2010-01-13,F,,,,,84.12Z,NAFRev2,O
251601761,00033,25160176100033,O,2008-04-23,,,,2012-08-01T13:45:57,false,2,,1,,RUE,VAUBAN,16000,ANGOULEME,,,16015,,,,,,,,,,,,,,,,,,,2011-01-10,F,BUREAUX ADMINISTRATIFS,,,,84.12Z,NAFRev2,N
251601761,00041,25160176100041,O,2010-01-13,03,2019,,2021-10-27T08:11:59,true,2,"1, RUE DE LA CROIX BLANCHE",,,,LES SAVIS,16160,GOND-PONTOUVRE,,,16154,,,,,,,,,,,,,,,,,,,2012-01-29,A,,,,,84.12Z,NAFRev2,O
251601779,00019,25160177900019,O,1985-10-14,02,2019,,2021-10-27T08:11:59,true,3,MAIRIE,1,,IMP,DU LOGIS,16140,VERDILLE,,,16397,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,84.12Z,NAFRev2,N
251601787,00012,25160178700012,O,1985-10-28,NN,,,2021-02-23T10:34:40,true,6,,31,,BD,EMILE ROUX,16000,ANGOULEME,,,16015,,,,,,,,,,,,,,,,,,,2017-07-21,A,,,,,84.13Z,NAFRev2,O
251601787,00020,25160178700020,O,2002-12-25,,,,2017-08-01T14:32:00,false,3,,21,,RUE,D'ARCOLE,16000,ANGOULEME,,,16015,,,,,,,,,,,,,,,,,,,2017-07-21,F,,,,,84.11Z,NAFRev2,N
251601787,00038,25160178700038,O,2003-01-16,NN,,,2007-05-19T08:23:14,false,3,,64,,CRS,NATIONAL,17100,SAINTES,,,17415,,,,,,,,,,,,,,,,,,,2005-04-05,F,,,,,75.1E,NAFRev1,N
251601787,00046,25160178700046,O,2005-04-05,NN,,,2010-04-18T03:16:17,false,3,,37,,RUE,DE L ALMA,17100,SAINTES,,,17415,,,,,,,,,,,,,,,,,,,2008-11-04,F,,,,,84.13Z,NAFRev2,N
251601787,00053,25160178700053,O,2008-11-04,NN,,,2017-05-04T01:35:24,false,3,,2,,PL,SAINT PIERRE,17100,SAINTES,,,17415,,,,,,,,,,,,,,,,,,,2016-06-29,F,BUREAUX ADMINISTRATIFS,,,,84.11Z,NAFRev2,O
251601787,00061,25160178700061,O,2015-07-09,11,2019,,2021-10-27T08:11:59,false,2,ZI DES CHARRIERS,5,,RUE,CHANTE - CAILLE,17100,SAINTES,,,17415,,,,,,,,,,,,,,,,,,,2016-06-29,A,COPROPRIETE SITE ADMINISTRATIF,,,,84.13Z,NAFRev2,N
251601795,00015,25160179500015,O,1985-10-28,NN,,,2007-05-19T08:23:14,true,4,MAIRIE,,,RTE,DE CONDE,16120,BASSAC,,,16032,,,,,,,,,,,,,,,,,,,2005-08-31,F,,,,,75.1C,NAFRev1,O
251601803,00017,25160180300017,O,1985-10-28,NN,,,2013-05-18T02:19:11,true,4,MAIRIE,,,,,16360,TOUVERAC,,,16384,,,,,,,,,,,,,,,,,,,2012-01-01,F,,,,,84.12Z,NAFRev2,N
251601811,00010,25160181100010,O,1985-10-28,NN,,,2020-12-05T03:33:13,true,4,MAIRIE,1,,PL,DE LA MAIRIE,16100,SAINT-BRICE,,,16304,,,,,,,,,,,,,,,,,,,2020-11-27,F,,,,,84.12Z,NAFRev2,N
251601829,00012,25160182900012,O,1985-10-28,NN,,,2019-11-14T14:00:20,false,4,MAIRIE,,,AV,DU GENERAL DE GAULLE,16160,GOND-PONTOUVRE,,,16154,,,,,,,,,,,,,,,,,,,2001-10-06,F,,,,,75.1G,NAF1993,O
