255600611,00016,25560061100016,O,1983-03-01,NN,,,2013-05-18T02:19:46,true,5,,13,,PL,MAL FOCH,56700,HENNEBONT,,,56083,,,,,,,,,,,,,,,,,,,2012-01-01,F,,,,,37.00Z,NAFRev2,N
255600629,00018,25560062900018,O,,,,,,true,1,,,,,BOURG,56160,PLOERDUT,,,56163,,,,,,,,,,,,,,,,,,,1987-01-29,F,,,,,08.01,NAP,N
255600637,00011,25560063700011,O,,,,,,true,1,,6,B,RUE,OLIVIER DE CLISSON,56000,VANNES,,,56260,,,,,,,,,,,,,,,,,,,1989-05-24,F,,,,,90.11,NAP,N
255600645,00014,25560064500014,O,1983-03-01,NN,,,2015-05-14T03:47:16,true,5,MAIRIE,,,,LE BOURG,56220,CADEN,,,56028,,,,,,,,,,,,,,,,,,,2013-05-24,F,,,,,84.12Z,NAFRev2,O
255600660,00013,25560066000013,O,,NN,,,2019-11-14T14:00:45,true,1,,,,LD,SOURAN,56660,SAINT-JEAN-BREVELAY,,,56222,,,,,,,,,,,,,,,,,,,1996-07-12,F,,,,,75.1E,NAF1993,N
255600678,00015,25560067800015,O,1983-03-01,NN,,,2007-05-19T08:24:16,true,4,,,,PL,RICHEMONT,56370,SARZEAU,,,56240,,,,,,,,,,,,,,,,,,,2005-12-15,F,,,,,90.0B,NAFRev1,O
255600686,00018,25560068600018,O,1983-03-01,NN,,,,true,1,,,,PL,DE LA MAIRIE,56120,JOSSELIN,,,56091,,,,,,,,,,,,,,,,,,,2000-03-09,F,,,,,75.1E,NAF1993,N
255600694,00012,25560069400012,O,1983-03-01,NN,,,2013-05-18T02:19:46,true,4,MAIRIE,,,PL,DE VERDUN,56250,ELVEN,,,56053,,,,,,,,,,,,,,,,,,,2011-12-31,F,,,,,84.12Z,NAFRev2,N
255600702,00013,25560070200013,O,1983-03-01,NN,,,2018-09-29T12:07:46,true,5,MAIRIE,1,,RUE,E BESSON,56140,MALESTROIT,,,56124,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,84.12Z,NAFRev2,O
255600710,00016,25560071000016,O,1983-03-01,NN,,,2020-12-22T03:39:13,true,4,MAIRIE,11,,PL,DE LA MAIRIE,56580,ROHAN,,,56198,,,,,,,,,,,,,,,,,,,2020-12-31,F,,,,,49.39A,NAFRev2,N
255600728,00018,25560072800018,O,1983-03-01,NN,,,,false,4,,26,,PL,MAURICE MARCHAIS,56000,VANNES,,,56260,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,75.1E,NAF1993,O
255600728,00026,25560072800026,O,1995-04-13,NN,,,2016-04-26T01:31:19,true,5,HOTEL DU DEPARTEMENT,,,RUE,SAINT TROPEZ,56000,VANNES,,BP 400,56260,56009,VANNES CEDEX,,,,,,,,,,,,,,,,,2014-12-31,F,,,,,84.13Z,NAFRev2,O
255600744,00015,25560074400015,O,1983-03-01,NN,,,2008-10-13T11:39:36,true,3,,,,,--------------------------,56390,GRAND-CHAMP,,,56067,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,75.1C,NAF1993,O
255600751,00028,25560075100028,O,1991-11-25,NN,,,,true,1,,2,,PL,BISSON,56300,PONTIVY,,,56178,,,,,,,,,,,,,,,,,,,2001-01-01,F,,,,,75.1A,NAF1993,O
255600769,00012,25560076900012,O,1983-03-01,00,2018,,2020-08-25T10:20:29,true,5,MAIRIE,,,PL,ALAIN DE ROHAN,56120,JOSSELIN,,BP 36,56091,,,,,,,,,,,,,,,,,,,2018-12-31,F,,,,,84.11Z,NAFRev2,O
255600777,00015,25560077700015,O,,NN,,,,true,1,,,,,BOURG,56550,BELZ,,,56013,,,,,,,,,,,,,,,,,,,1987-08-21,F,,,,,90.11,NAP,N
255600785,00018,25560078500018,O,1983-03-01,NN,,,,false,4,,27,,RUE,DE LA MAIRIE,56570,LOCMIQUELIC,,,56118,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,90.0B,NAF1993,O
255600785,00026,25560078500026,O,1997-03-07,NN,,,2008-10-13T11:41:22,true,4,MAIRIE,2,,RUE,DE LA MAIRIE,56700,MERLEVENEZ,,,56130,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,90.0B,NAF1993,O
255600793,00012,25560079300012,O,1983-03-01,NN,,,2013-05-18T02:19:46,false,5,,,,RUE,DE LA MADELEINE,56150,BAUD,,,56010,,,,,,,,,,,,,,,,,,,2009-10-01,F,,,,,84.13Z,NAFRev2,O
255600793,00020,25560079300020,O,1996-01-01,NN,,,2008-01-04T18:52:57,false,4,,,,,PONT AUGAN,56150,BAUD,,,56010,,,,,,,,,,,,,,,,,,,2008-01-01,A,BASE DE LOISIRS,,,,93.29Z,NAFRev2,N
255600793,00046,25560079300046,O,2009-10-01,11,2019,,2021-10-27T08:12:16,true,1,,,,,KERMAREC,56150,BAUD,,BP 43,56010,,,,,,,,,,,,,,,,,,,2009-10-01,A,,,,,84.13Z,NAFRev2,O
255600801,00013,25560080100013,O,1983-03-01,NN,,,,false,4,,,,PL,ROGER PENVERN,56600,LANESTER,,,56098,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,75.1E,NAF1993,O
255600801,00021,25560080100021,O,1993-08-13,NN,,,2009-06-27T03:29:17,true,5,MAIRIE,,,RUE,LOUIS ARAGON,56600,LANESTER,,BP 79,56098,,,,,,,,,,,,,,,,,,,2008-03-10,F,,,,,84.13Z,NAFRev2,O
255600819,00023,25560081900023,O,1983-01-01,NN,,,,false,4,,7,,RUE,DU VAL,56800,PLOERMEL,,,56165,,,,,,,,,,,,,,,,,,,1996-12-31,F,,,,,85.3K,NAF1993,O
255600819,00031,25560081900031,O,1996-03-18,NN,,,2016-04-26T01:31:19,true,5,CENTRE D ACTIVITES,,,RUE,DE RONSOUZE,56800,PLOERMEL,,BP 30555,56165,56805,PLOERMEL CEDEX,,,,,,,,,,,,,,,,,2015-01-01,F,,,,,84.13Z,NAFRev2,O
255600827,00026,25560082700026,O,,NN,,,,true,1,,2,,PL,BISSON,56300,PONTIVY,,,56178,,,,,,,,,,,,,,,,,,,1996-04-12,F,,,,,75.1E,NAF1993,N
255600843,00015,25560084300015,O,,NN,,,,true,1,,4,,BD,GAL LECLERC,56100,LORIENT,,,56121,,,,,,,,,,,,,,,,,,,,F,,,,,90.11,NAP,N
255600850,00010,25560085000010,O,,NN,,,,true,1,,8,,PL,ARISTIDE BRIAND,56300,PONTIVY,,,56178,,,,,,,,,,,,,,,,,,,1984-08-02,F,,,,,96.14,NAP,N
255600868,00012,25560086800012,O,1983-03-01,NN,,,2013-05-18T02:19:46,true,5,MAIRIE,1,,PL,GENERAL DE GAULLE,56120,GUEGON,,,56070,,,,,,,,,,,,,,,,,,,2012-07-12,F,,,,,93.11Z,NAFRev2,N
255600876,00015,25560087600015,O,1983-03-01,NN,,,2013-05-18T02:19:46,true,4,MAIRIE,,,PL,DE L HOTEL DE VILLE,56670,RIANTEC,,,56193,,,,,,,,,,,,,,,,,,,2011-12-07,F,,,,,84.13Z,NAFRev2,N
255600884,00019,25560088400019,O,1983-03-01,NN,,,2006-10-26T23:44:06,true,3,,,,PL,RICHEMONT,56370,SARZEAU,,,56240,,,,,,,,,,,,,,,,,,,2003-12-25,F,,,,,75.1C,NAFRev1,N
255600892,00012,25560089200012,O,1983-03-01,NN,,,2019-06-24T13:13:37,true,4,MAIRIE,,,RUE,DE LA MADELEINE,56150,BAUD,,,56010,,,,,,,,,,,,,,,,,,,2013-02-03,A,,,,,84.11Z,NAFRev2,O
255600900,00013,25560090000013,O,1983-03-01,NN,,,,true,4,MAIRIE,,,,PARC FRANCO,56610,ARRADON,,,56003,,,,,,,,,,,,,,,,,,,2003-01-01,F,,,,,90.0B,NAF1993,O
255600918,00015,25560091800015,O,1983-03-01,NN,,,,true,1,,,,,--------------------------,56680,GAVRES,,,56062,,,,,,,,,,,,,,,,,,,1997-01-01,F,,,,,75.1E,NAF1993,N
255600926,00018,25560092600018,O,1983-03-01,NN,,,2006-10-26T23:44:06,false,3,,,,PL,DE LA MAIRIE,56560,GUISCRIFF,,,56081,,,,,,,,,,,,,,,,,,,2004-10-29,F,,,,,75.1E,NAFRev1,O
255600926,00026,25560092600026,O,2004-10-29,01,2019,,2021-10-27T08:12:16,true,4,AERODROME,,,,PONT PORSON,56560,GUISCRIFF,,,56081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,84.13Z,NAFRev2,O
255600934,00012,25560093400012,O,1983-03-01,NN,,,2008-10-13T13:52:56,true,4,,,,,BOURG---------------------,56550,BELZ,,,56013,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,92.6A,NAF1993,N
255600942,00015,25560094200015,O,,,,,,true,1,,,,,--------------------------,56240,PLOUAY,,,56166,,,,,,,,,,,,,,,,,,,1992-01-15,F,,,,,75.1A,NAF1993,N
255600959,00019,25560095900019,O,1983-03-01,NN,,,2010-04-18T03:16:55,true,5,MAIRIE,1,,RUE,E BESSON,56140,MALESTROIT,,,56124,,,,,,,,,,,,,,,,,,,2009-01-01,F,,,,,84.11Z,NAFRev2,O
255600967,00012,25560096700012,O,1983-03-01,NN,,,2011-04-23T04:19:54,false,5,MAIRIE,13,,RUE,DU GENERAL DE GAULLE,56910,CARENTOIR,,BP 8,56033,,,,,,,,,,,,,,,,,,,2009-07-09,F,,,,,84.12Z,NAFRev2,O
255600967,00020,25560096700020,O,2009-07-09,NN,,,2013-05-18T02:19:46,true,2,MAIRIE,,,PL,DE L HOTEL DE VILLE,56380,GUER,,,56075,56382,GUER CEDEX,,,,,,,,,,,,,,,,,2011-12-31,F,,,,,84.12Z,NAFRev2,O
255600975,00015,25560097500015,O,1983-03-01,NN,,,2006-11-25T09:09:13,false,4,MAIRIE,,,,BOURG,56240,PLOUAY,,,56166,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,70.1C,NAF1993,O
255600975,00023,25560097500023,O,1994-05-03,NN,,,2019-11-14T14:00:45,false,4,LA MALTERIE,,,,BAS PONT SCORFF,56620,PONT-SCORFF,,BP 28,56179,,,,,,,,,,,,,,,,,,,2005-05-02,F,,,,,70.1C,NAFRev1,O
255600975,00031,25560097500031,O,2005-05-02,02,2019,,2021-10-27T08:12:16,true,3,BAS PONT-SCORFF,2,,RUE,DU PALUD,56620,CLEGUER,,,56040,,,,,,,,,,,,,,,,,,,2021-01-01,F,,,,,42.99Z,NAFRev2,O
255600983,00019,25560098300019,O,1983-09-27,NN,,,2006-10-26T23:44:06,true,4,,19,,PL,DU MAL JOFFRE,56400,AURAY,,,56007,,,,,,,,,,,,,,,,,,,2004-01-01,F,,,,,75.1E,NAFRev1,O
255600991,00012,25560099100012,O,1983-03-01,NN,,,,true,1,,,,,--------------------------,56770,PLOURAY,,,56170,,,,,,,,,,,,,,,,,,,1999-05-01,F,,,,,75.1E,NAF1993,N
255601007,00016,25560100700016,O,1983-03-01,NN,,,2014-06-13T23:43:29,false,4,MAIRIE,1,,RUE,E BESSON,56140,MALESTROIT,,,56124,,,,,,,,,,,,,,,,,,,2012-12-15,F,,,,,84.13Z,NAFRev2,N
255601007,00024,25560100700024,O,2012-12-15,00,2018,,2020-08-25T10:20:29,true,2,CC VAL D'OUST ET LANVAUX -  PA TIRPEN,,,,LA PAVIOTAIE,56140,MALESTROIT,,,56124,,,,,,,,,,,,,,,,,,,2018-03-02,F,,,,,84.13Z,NAFRev2,O
255601015,00019,25560101500019,O,1983-03-01,NN,,,2007-05-19T08:24:16,true,3,MAIRIE,1,,RUE,E BESSON,56140,MALESTROIT,,,56124,,,,,,,,,,,,,,,,,,,2005-07-08,F,,,,,75.1E,NAFRev1,O
255601023,00013,25560102300013,O,1983-03-01,NN,,,2019-11-14T14:00:45,true,6,MAIRIE,,,PL,NOTRE DAME,56290,PORT-LOUIS,,,56181,,,,,,,,,,,,,,,,,,,2012-01-01,F,,,,,36.00Z,NAFRev2,O
255601031,00016,25560103100016,O,1983-03-01,NN,,,,false,4,,,,PL,ROGER PENVERN,56600,LANESTER,,,56098,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,75.1C,NAF1993,O
255601031,00024,25560103100024,O,1993-08-13,NN,,,2013-05-18T02:19:46,true,5,MAIRIE,,,RUE,LOUIS ARAGON,56600,LANESTER,,,56098,,,,,,,,,,,,,,,,,,,2012-01-01,F,,,,,84.12Z,NAFRev2,O
255601031,00032,25560103100032,O,2004-01-01,NN,,,2013-05-18T02:19:46,false,4,MAIRIE,,,RUE,LOUIS ARAGON,56600,LANESTER,,,56098,,,,,,,,,,,,,,,,,,,2012-01-01,F,SPANC,,,,84.12Z,NAFRev2,N
255601049,00018,25560104900018,O,1983-03-01,NN,,,2019-11-14T14:00:45,true,4,,,,PL,DU CHATEAU,56160,GUEMENE-SUR-SCORFF,,,56073,,,,,,,,,,,,,,,,,,,2012-01-01,F,,,,,36.00Z,NAFRev2,N
255601056,00013,25560105600013,O,,,,,,true,1,,,,,MAIRIE DE PLOUAY----------,56240,PLOUAY,,,56166,,,,,,,,,,,,,,,,,,,1992-01-15,F,,,,,41.0Z,NAF1993,N
255601064,00017,25560106400017,O,,NN,,,,true,1,,,,,--------------------------,56120,JOSSELIN,,,56091,,,,,,,,,,,,,,,,,,,1990-05-31,F,,,,,41.0Z,NAF1993,N
255601072,00010,25560107200010,O,1983-03-01,NN,,,,false,4,,13,,AV,SAINT SYMPHORIEN,56000,VANNES,,,56260,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,41.0Z,NAF1993,O
255601072,00028,25560107200028,O,1995-03-03,NN,,,2015-05-14T03:47:16,false,5,,5,,RUE,DU CDT CHARCOT,56000,VANNES,,BP 11,56260,56001,VANNES CEDEX,,,,,,,,,,,,,,,,,2013-11-20,F,,,,,36.00Z,NAFRev2,O
255601072,00036,25560107200036,O,2003-01-01,NN,,,2019-05-20T11:10:12,false,5,,27,,RUE,DE LUSCANEN,56000,VANNES,,CS 72011,56260,56001,VANNES CEDEX,,,,,,,,,,,,,,,,,2018-12-31,F,TRANSPORT NEGOCE,,,,36.00Z,NAFRev2,N
255601072,00069,25560107200069,O,2013-06-20,12,2019,,2021-10-27T08:12:16,true,2,,27,,RUE,DE LUSCANEN,56000,VANNES,,CS72011,56260,56001,VANNES CEDEX,,,,,,,,,,,,,,,,,2013-11-20,A,,,,,36.00Z,NAFRev2,O
255601080,00013,25560108000013,O,1983-03-01,NN,,,2019-11-14T14:00:46,true,4,,,,PL,DU MARTRAY,56490,LA TRINITE-PORHOET,,,56257,,,,,,,,,,,,,,,,,,,2013-12-31,F,,,,,36.00Z,NAFRev2,N
255601098,00015,25560109800015,O,,NN,,,,true,1,,1,,RUE,E BESSON,56140,MALESTROIT,,,56124,,,,,,,,,,,,,,,,,,,1993-04-23,F,,,,,75.1A,NAF1993,N
255601106,00016,25560110600016,O,1983-03-01,NN,,,2015-05-14T03:47:16,false,4,,5,,RUE,DU CDT CHARCOT,56000,VANNES,,,56260,,,,,,,,,,,,,,,,,,,2013-07-12,F,,,,,84.13Z,NAFRev2,O
255601106,00024,25560110600024,O,2013-07-12,21,2019,,2021-10-27T08:12:16,true,1,,27,,RUE,DE LUSCANEN,56000,VANNES,,CS 32610,56260,56010,VANNES CEDEX,,,,,,,,,,,,,,,,,2013-07-12,A,,,,,35.13Z,NAFRev2,O
255601114,00010,25560111400010,O,1983-08-10,NN,,,2013-05-18T02:19:46,true,5,,5,,PL,DE LA GARE,56380,GUER,,,56075,,,,,,,,,,,,,,,,,,,2012-01-01,F,,,,,36.00Z,NAFRev2,O
255601122,00013,25560112200013,O,1983-09-27,NN,,,2015-05-14T03:47:16,true,4,MAIRIE,,,,BOURG,56390,LOCMARIA-GRAND-CHAMP,,,56115,,,,,,,,,,,,,,,,,,,2013-12-31,F,,,,,84.12Z,NAFRev2,N
255601130,00016,25560113000016,O,1983-08-10,NN,,,2019-11-14T14:00:46,true,5,,,,,LES HARDYS BEHELEC,56140,SAINT-MARCEL,,,56228,,,,,,,,,,,,,,,,,,,2014-12-31,F,,,,,91.03Z,NAFRev2,O
255601148,00018,25560114800018,O,,,,,2006-11-25T09:09:13,true,1,,,,,--------------------------,56350,ALLAIRE,,,56001,,,,,,,,,,,,,,,,,,,,F,,,,,97.12,NAP,N
255601155,00013,25560115500013,O,1983-09-27,NN,,,,true,1,,,,PL,DE LA MAIRIE,56490,GUILLIERS,,,56080,,,,,,,,,,,,,,,,,,,1999-11-29,F,,,,,75.1C,NAF1993,N
255601163,00017,25560116300017,O,1983-03-01,03,2019,,2021-10-27T08:12:16,true,4,,1,,RUE,E BESSON,56140,MALESTROIT,,,56124,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,36.00Z,NAFRev2,O
255601171,00010,25560117100010,O,,NN,,,2006-11-25T09:09:13,true,1,,,,,BOURG,56220,LIMERZEL,,,56111,,,,,,,,,,,,,,,,,,,1984-08-02,F,,,,,08.01,NAP,N
255601189,00012,25560118900012,O,1983-03-01,02,2019,,2021-10-27T08:12:16,true,4,MAIRIE,,,PL,LOUIS LEVESQUE,56130,LA ROCHE-BERNARD,,BP 112,56195,,,,,,,,,,,,,,,,,,,2010-02-07,A,,,,,93.29Z,NAFRev2,O
255601197,00015,25560119700015,O,,,,,2006-11-25T09:09:13,true,1,,24,,RUE,LOUIS BILLET,56400,AURAY,,,56007,,,,,,,,,,,,,,,,,,,,F,,,,,08.01,NAP,N
255601205,00016,25560120500016,O,,,,,2006-11-25T09:09:13,true,1,,,,,BOURG,56200,LA GACILLY,,,56061,,,,,,,,,,,,,,,,,,,,F,,,,,90.13,NAP,N
255601213,00010,25560121300010,O,1983-03-01,NN,,,2007-05-19T08:24:16,true,4,MAIRIE,11,,PL,DE LA MAIRIE,56580,ROHAN,,,56198,,,,,,,,,,,,,,,,,,,2006-12-19,F,,,,,90.0B,NAFRev1,O
255601213,00028,25560121300028,O,1996-01-01,NN,,,2006-12-28T09:17:14,false,3,,,,,LA VILLE MENO,56800,GUILLAC,,,56079,,,,,,,,,,,,,,,,,,,2006-12-19,F,DECHETTERIE ET ECO STATION DE JOSSELIN,,,,90.0B,NAFRev1,N
255601213,00036,25560121300036,O,1997-01-01,NN,,,2006-12-28T09:17:14,false,3,MAIRIE,,,,BOURG,56580,ROHAN,,,56198,,,,,,,,,,,,,,,,,,,2006-12-19,F,DECHETTERIE DE ROHAN,,,,90.0B,NAFRev1,N
255601221,00013,25560122100013,O,1983-08-10,NN,,,2013-05-18T02:19:46,true,5,COMMUNAUTE DE COM DU PAYS DE MUZILLAC,,,ALL,RAYMOND LE DUIGOU,56190,MUZILLAC,,,56143,,,,,,,,,,,,,,,,,,,2012-01-01,F,,,,,36.00Z,NAFRev2,O
255601239,00023,25560123900023,O,1991-12-09,NN,,,,true,1,,2,,PL,BISSON,56300,PONTIVY,,,56178,,,,,,,,,,,,,,,,,,,2001-01-01,F,,,,,75.1E,NAF1993,N
255601247,00018,25560124700018,O,,NN,,,2006-11-25T09:09:13,true,1,,,,PL,MAURICE MARCHAIS,56000,VANNES,,,56260,,,,,,,,,,,,,,,,,,,1984-08-02,F,,,,,08.01,NAP,N
255601254,00014,25560125400014,O,,NN,,,,true,1,,,,PL,DE LA REPUBLIQUE,56400,AURAY,,,56007,,,,,,,,,,,,,,,,,,,1989-12-15,F,,,,,75.1C,NAF1993,N
255601262,00017,25560126200017,O,1983-08-10,NN,,,2020-04-09T09:15:27,true,5,,,,PL,DE LA MAIRIE,56800,PLOERMEL,,,56165,,,,,,,,,,,,,,,,,,,2020-01-01,A,,,,,42.99Z,NAFRev2,O
255601270,00010,25560127000010,O,,NN,,,,true,1,,,,,BOURG,56350,ALLAIRE,,,56001,,,,,,,,,,,,,,,,,,,1996-06-18,F,,,,,75.1E,NAF1993,N
255601288,00012,25560128800012,O,,,,,,true,1,,4,,PL,DE LA MAIRIE,56390,GRAND-CHAMP,,,56067,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,90.11,NAP,N
255601296,00015,25560129600015,O,,,,,2006-11-25T09:09:13,true,1,,,,PL,DE LA MAIRIE,56390,GRAND-CHAMP,,,56067,,,,,,,,,,,,,,,,,,,,F,,,,,97.12,NAP,N
255601304,00017,25560130400017,O,1985-04-01,NN,,,2012-05-05T00:36:16,true,4,MAIRIE,,,PL,DE LA CHAPELLE,56340,CARNAC,,BP 80,56034,56341,CARNAC CEDEX,,,,,,,,,,,,,,,,,2011-09-19,F,,,,,84.13Z,NAFRev2,N
255601312,00010,25560131200010,O,1985-04-01,NN,,,2009-12-09T05:36:59,true,4,MAIRIE,,,PL,DE LA REPUBLIQUE,56410,ETEL,,,56055,,,,,,,,,,,,,,,,,,,2009-12-02,F,,,,,84.13Z,NAFRev2,N
255601320,00013,25560132000013,O,1985-04-01,NN,,,,false,4,MAIRIE,9,,RUE,DU CALVAIRE,56130,NIVILLAC,,,56147,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,75.1C,NAF1993,N
255601320,00021,25560132000021,O,1996-01-24,00,2019,,2021-10-27T08:12:16,true,5,MAIRIE,,,RUE,DU BUISSON ROND,56350,BEGANNE,,,56011,,,,,,,,,,,,,,,,,,,2019-12-31,F,,,,,84.12Z,NAFRev2,O
255601338,00015,25560133800015,O,1985-04-01,NN,,,2008-10-13T13:56:03,true,4,MAIRIE,1,,RUE,E BESSON,56140,MALESTROIT,,,56124,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,75.1E,NAF1993,N
255601353,00014,25560135300014,O,,NN,,,,true,1,,,,PL,DE LA MAIRIE,56800,PLOERMEL,,,56165,,,,,,,,,,,,,,,,,,,1995-02-22,F,,,,,75.1A,NAF1993,N
255601361,00017,25560136100017,O,,NN,,,,true,1,,,,PL,DE LA MAIRIE,56120,JOSSELIN,,,56091,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,90.11,NAP,N
255601379,00019,25560137900019,O,,,,,,true,1,,,,PL,DE L HOTEL DE VILLE,56190,MUZILLAC,,,56143,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,86.06,NAP,N
255601387,00012,25560138700012,O,,NN,,,,true,1,,,,PL,DE LA MAIRIE,56800,PLOERMEL,,,56165,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,90.11,NAP,N
255601395,00015,25560139500015,O,,NN,,,2019-11-14T14:00:45,true,1,,,,PL,DE LA MAIRIE,56890,SAINT-AVE,,,56206,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,90.11,NAP,N
255601403,00017,25560140300017,O,1985-04-01,NN,,,2010-01-14T16:40:05,true,4,MAIRIE,,,PL,DE L HOTEL DE VILLE,56360,LE PALAIS,,,56152,,,,,,,,,,,,,,,,,,,2009-12-16,F,,,,,84.13Z,NAFRev2,N
255601411,00010,25560141100010,O,,NN,,,,true,1,,,,PL,DE LA REPUBLIQUE,56400,AURAY,,,56007,,,,,,,,,,,,,,,,,,,,F,,,,,90.11,NAP,N
255601429,00012,25560142900012,O,,NN,,,,true,1,,,,PL,DE L HOTEL DE VILLE,56190,MUZILLAC,,,56143,,,,,,,,,,,,,,,,,,,1993-04-15,F,,,,,75.1E,NAF1993,N
255601437,00015,25560143700015,O,1985-11-19,NN,,,2011-04-23T04:19:54,false,5,MAIRIE,1,,RUE,EMILE BESSON,56140,MALESTROIT,,,56124,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,56.29B,NAFRev2,O
255601437,00023,25560143700023,O,2009-08-13,NN,,,2015-05-14T03:47:16,false,2,,7,,FG,LA MADELEINE,56140,MALESTROIT,,,56124,,,,,,,,,,,,,,,,,,,2014-02-19,F,,,,,84.12Z,NAFRev2,O
255601437,00031,25560143700031,O,2014-02-19,03,2019,,2021-10-27T08:12:16,true,1,PARC D'ACTIVITES DE TIRPEN,,,,LA PAVIOTAIE,56140,MALESTROIT,,,56124,,,,,,,,,,,,,,,,,,,2014-02-19,A,,,,,84.12Z,NAFRev2,O
255601445,00018,25560144500018,O,,NN,,,,true,1,,,,PL,DE LA MAIRIE,56800,PLOERMEL,,,56165,,,,,,,,,,,,,,,,,,,1995-02-22,F,,,,,70.3D,NAF1993,N
255601452,00014,25560145200014,O,,NN,,,,true,1,,,,PL,DE LA MAIRIE,56120,JOSSELIN,,,56091,,,,,,,,,,,,,,,,,,,1990-11-30,F,,,,,90.11,NAP,N
255601460,00017,25560146000017,O,1985-09-09,00,2019,,2021-10-27T08:12:16,true,5,MAIRIE,,,PL,DE L HOTEL DE VILLE,56890,SAINT-AVE,,BP 40020,56206,56891,ST AVE CEDEX,,,,,,,,,,,,,,,,,2019-12-31,F,,,,,36.00Z,NAFRev2,O
255601478,00019,25560147800019,O,1985-09-09,NN,,,,true,1,,,,PL,DE LA MAIRIE,56800,PLOERMEL,,,56165,,,,,,,,,,,,,,,,,,,1999-08-10,F,,,,,75.1E,NAF1993,N
